vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code,ablation_variant
V011,bm25,67.74,1,3,206.14,47.36,57.04,18.26,57.81,57.4,57.57,36.11,3,hospital_medicine,<5_years,low,1,0,Full GDT
V011,gdt,55.56,1,3,123.4,37.91,43.61,9.95,36.73,72.69,43.14,21.35,4,hospital_medicine,<5_years,low,1,1,Full GDT
V012,control,42.5,1,2,205.49,45.27,46.88,16.44,52.15,65.53,59.24,31.36,1,critical_care,>=5_years,low,0,0,Full GDT
V012,bm25,46.5,1,2,167.69,43.73,51.41,11.22,53.59,68.68,45.91,31.59,2,critical_care,>=5_years,low,0,0,Full GDT
V012,gdt,37.85,1,2,139.89,32.18,37.67,9.26,25.59,74.67,28.77,17.13,3,critical_care,>=5_years,low,0,1,Full GDT
V012,cma,41.85,1,2,129.59,36.79,38.04,20.6,34.05,70.33,40.85,16.88,4,critical_care,>=5_years,low,0,1,Full GDT
V013,gdt,77.56,1,4,123.76,41.09,52.37,10.75,45.12,64.33,47.07,26.91,1,emergency,>=5_years,high,0,1,Full GDT
V013,cma,88.24,1,4,142.64,45.52,59.39,8.87,56.87,64.6,52.69,30.7,2,emergency,>=5_years,high,0,1,Full GDT
V013,control,96.47,1,4,175.38,54.99,77.89,14.64,70.96,53.97,68.0,44.48,3,emergency,>=5_years,high,0,0,Full GDT
V013,bm25,88.96,1,4,194.25,54.31,63.39,23.37,66.05,58.37,74.01,40.66,4,emergency,>=5_years,high,0,0,Full GDT
V014,bm25,89.83,1,4,184.25,51.6,69.18,16.59,68.66,52.17,67.88,35.09,1,internal_medicine,<5_years,high,2,0,Full GDT
V014,control,94.47,1,4,190.15,54.82,69.49,17.17,68.95,58.87,75.47,38.98,2,internal_medicine,<5_years,high,2,0,Full GDT
V014,gdt,77.0,1,4,126.91,45.17,52.24,12.66,49.46,75.22,60.27,21.15,3,internal_medicine,<5_years,high,2,1,Full GDT
V014,cma,83.47,1,4,148.21,48.08,58.77,18.78,53.31,64.71,63.48,29.44,4,internal_medicine,<5_years,high,2,1,Full GDT
V015,bm25,45.59,1,2,199.13,43.38,56.51,15.62,51.1,60.5,49.04,27.5,1,hospital_medicine,>=5_years,low,1,0,Full GDT
V015,control,46.76,1,2,184.33,45.49,58.77,12.86,50.83,66.97,54.38,29.11,2,hospital_medicine,>=5_years,low,1,0,Full GDT
V015,cma,38.33,1,2,152.93,33.84,40.65,9.42,30.48,74.63,31.35,16.48,3,hospital_medicine,>=5_years,low,1,1,Full GDT
V015,gdt,41.93,1,2,135.66,32.26,36.73,10.17,25.4,78.61,28.86,13.81,4,hospital_medicine,>=5_years,low,1,1,Full GDT
V016,cma,18.9,1,1,155.16,34.73,30.9,15.77,30.62,84.61,31.53,14.95,1,hospital_medicine,<5_years,low,0,1,Full GDT
V016,gdt,20.84,1,1,123.18,28.51,26.57,8.06,21.55,83.68,19.04,12.15,2,hospital_medicine,<5_years,low,0,1,Full GDT
V016,bm25,22.57,1,1,180.32,39.22,43.45,8.36,41.86,73.43,40.93,27.31,3,hospital_medicine,<5_years,low,0,0,Full GDT
V016,control,22.81,1,1,199.33,34.78,36.54,14.35,35.36,62.92,37.75,21.77,4,hospital_medicine,<5_years,low,0,0,Full GDT
V017,control,77.85,1,3,204.97,51.4,67.24,12.47,61.21,60.6,62.17,44.68,1,internal_medicine,>=5_years,high,2,0,Full GDT
V017,gdt,59.0,1,3,129.65,37.24,44.18,10.75,33.83,71.53,43.01,20.12,2,internal_medicine,>=5_years,high,2,1,Full GDT
V017,bm25,67.82,1,3,193.1,51.11,57.85,20.13,60.01,64.66,65.14,38.88,3,internal_medicine,>=5_years,high,2,0,Full GDT
V017,cma,53.81,1,3,155.32,41.32,52.47,15.75,36.59,71.69,40.87,30.53,4,internal_medicine,>=5_years,high,2,1,Full GDT
V018,cma,44.85,1,2,142.67,38.81,43.11,12.44,38.78,70.73,38.82,28.99,1,critical_care,<5_years,low,1,1,Full GDT
V018,control,45.65,1,2,170.74,43.17,52.15,16.08,47.57,57.08,56.42,29.72,2,critical_care,<5_years,low,1,0,Full GDT
V018,bm25,153.78,0,2,188.86,60.65,84.12,19.15,84.94,36.48,90.11,49.09,3,critical_care,<5_years,low,1,0,Full GDT
V018,gdt,39.64,1,2,123.56,31.5,34.54,8.41,25.8,70.2,31.73,18.35,4,critical_care,<5_years,low,1,1,Full GDT
V019,gdt,102.24,1,5,119.96,47.78,60.42,15.18,55.79,64.52,60.62,30.15,1,critical_care,<5_years,high,0,1,Full GDT
V019,cma,99.2,1,5,153.68,50.02,71.13,18.62,60.37,65.62,55.08,29.29,2,critical_care,<5_years,high,0,1,Full GDT
V019,bm25,120.73,1,5,187.56,61.27,81.31,23.56,77.46,50.1,80.64,54.57,3,critical_care,<5_years,high,0,0,Full GDT
V019,control,107.76,1,5,178.69,57.78,77.7,14.1,78.94,52.42,73.67,49.83,4,critical_care,<5_years,high,0,0,Full GDT
V020,cma,103.44,1,5,156.96,50.91,65.53,25.1,61.32,57.68,64.11,31.74,1,internal_medicine,<5_years,high,1,1,Full GDT
V020,control,119.68,1,5,197.33,59.58,77.18,19.56,76.98,51.33,83.09,49.35,2,internal_medicine,<5_years,high,1,0,Full GDT
V020,gdt,90.92,1,5,141.81,47.55,64.81,14.47,56.23,60.72,54.94,34.14,3,internal_medicine,<5_years,high,1,1,Full GDT
V020,bm25,116.15,1,5,217.87,60.89,83.5,21.49,84.76,49.4,78.83,47.37,4,internal_medicine,<5_years,high,1,0,Full GDT
V021,bm25,25.52,1,1,191.84,41.79,48.03,20.18,46.68,73.16,42.65,20.02,1,emergency,>=5_years,low,0,0,Full GDT
V021,cma,20.98,1,1,166.85,31.43,36.9,11.23,21.71,79.15,23.84,15.75,2,emergency,>=5_years,low,0,1,Full GDT
V021,gdt,19.2,1,1,111.07,25.98,27.34,5.33,11.98,74.57,24.4,12.24,3,emergency,>=5_years,low,0,1,Full GDT
V021,control,23.7,1,1,195.45,37.31,33.28,13.48,32.57,70.01,44.92,29.59,4,emergency,>=5_years,low,0,0,Full GDT
V022,cma,60.94,1,3,138.16,37.86,41.98,14.54,41.46,60.52,47.19,21.51,1,internal_medicine,>=5_years,low,0,1,Full GDT
V022,gdt,60.11,1,3,118.92,38.07,44.54,13.63,35.74,71.04,40.21,23.28,2,internal_medicine,>=5_years,low,0,1,Full GDT
V022,control,61.54,1,3,182.74,46.76,58.5,21.65,55.36,58.49,53.25,33.29,3,internal_medicine,>=5_years,low,0,0,Full GDT
V022,bm25,63.95,1,3,209.06,50.13,64.55,21.88,64.06,58.17,59.11,33.0,4,internal_medicine,>=5_years,low,0,0,Full GDT
V023,cma,98.6,1,5,152.17,48.93,63.84,21.69,58.12,57.91,55.94,36.11,1,hospital_medicine,>=5_years,high,2,1,Full GDT
V023,bm25,119.22,1,5,182.87,59.11,81.63,21.56,71.77,49.95,78.43,51.35,2,hospital_medicine,>=5_years,high,2,0,Full GDT
V023,control,118.13,1,5,189.94,60.46,89.03,29.29,80.25,49.54,72.37,42.28,3,hospital_medicine,>=5_years,high,2,0,Full GDT
V023,gdt,97.27,1,5,132.74,42.55,60.85,11.1,49.97,51.67,53.72,27.97,4,hospital_medicine,>=5_years,high,2,1,Full GDT
V024,cma,18.92,1,1,177.36,29.29,25.1,6.93,30.38,75.48,24.6,13.25,1,hospital_medicine,>=5_years,low,0,1,Full GDT
V024,gdt,20.6,1,1,160.01,26.95,22.8,2.09,16.92,76.92,29.83,13.16,2,hospital_medicine,>=5_years,low,0,1,Full GDT
V024,control,22.21,1,1,163.6,38.66,43.09,11.57,40.06,70.29,42.67,24.28,3,hospital_medicine,>=5_years,low,0,0,Full GDT
V024,bm25,17.75,1,1,184.88,37.97,44.27,8.25,41.73,68.22,37.64,27.7,4,hospital_medicine,>=5_years,low,0,0,Full GDT
V025,gdt,38.67,1,2,127.34,34.24,29.55,14.28,31.15,77.57,34.14,18.76,1,hospital_medicine,>=5_years,low,0,1,Full GDT
V025,cma,46.65,1,2,146.59,38.39,41.75,10.01,39.93,73.53,42.77,22.34,2,hospital_medicine,>=5_years,low,0,1,Full GDT
V025,control,48.59,1,2,193.43,42.35,53.49,16.84,45.99,62.84,48.06,26.92,3,hospital_medicine,>=5_years,low,0,0,Full GDT
V025,bm25,50.81,1,2,187.34,46.1,57.07,13.63,56.88,71.07,49.5,28.43,4,hospital_medicine,>=5_years,low,0,0,Full GDT
V026,cma,76.82,1,4,130.25,45.89,50.41,13.84,54.54,66.17,57.51,32.86,1,emergency,>=5_years,high,1,1,Full GDT
V026,bm25,90.72,1,4,200.0,54.85,78.96,22.0,68.47,53.38,66.66,39.63,2,emergency,>=5_years,high,1,0,Full GDT
V026,control,88.34,1,4,187.75,54.97,70.08,18.99,69.29,57.4,71.14,42.92,3,emergency,>=5_years,high,1,0,Full GDT
V026,gdt,69.8,1,4,130.61,41.87,52.98,12.04,42.98,66.95,47.08,29.21,4,emergency,>=5_years,high,1,1,Full GDT
V027,cma,23.01,1,1,129.13,31.82,25.35,10.48,31.38,80.84,33.53,9.33,1,emergency,>=5_years,low,0,1,Full GDT
V027,bm25,21.69,1,1,163.87,38.68,50.66,14.37,35.12,69.46,34.78,27.7,2,emergency,>=5_years,low,0,0,Full GDT
V027,control,21.0,1,1,233.04,37.84,40.35,8.47,40.9,70.47,40.7,26.15,3,emergency,>=5_years,low,0,0,Full GDT
V027,gdt,20.71,1,1,127.04,27.54,19.01,8.3,18.91,79.79,18.54,20.68,4,emergency,>=5_years,low,0,1,Full GDT
V028,cma,56.85,1,3,160.74,40.63,41.26,15.1,36.2,68.35,50.23,32.65,1,hospital_medicine,>=5_years,high,2,1,Full GDT
V028,control,73.24,1,3,188.65,52.3,70.76,21.66,62.44,54.76,63.71,40.46,2,hospital_medicine,>=5_years,high,2,0,Full GDT
V028,bm25,70.36,1,3,174.37,50.13,62.9,17.06,55.92,62.7,58.48,43.74,3,hospital_medicine,>=5_years,high,2,0,Full GDT
V028,gdt,55.32,1,3,129.96,34.47,35.59,8.02,33.46,71.68,39.0,19.06,4,hospital_medicine,>=5_years,high,2,1,Full GDT
V029,cma,16.72,1,1,134.79,31.65,34.65,9.22,26.58,74.88,27.87,16.68,1,hospital_medicine,<5_years,low,0,1,Full GDT
V029,control,25.14,1,1,196.18,37.67,51.17,9.87,37.15,73.67,38.11,16.04,2,hospital_medicine,<5_years,low,0,0,Full GDT
V029,bm25,26.59,1,1,162.44,40.51,40.82,8.96,40.04,76.55,44.59,32.09,3,hospital_medicine,<5_years,low,0,0,Full GDT
V029,gdt,17.59,1,1,116.0,30.65,31.46,9.78,19.55,84.51,27.18,11.43,4,hospital_medicine,<5_years,low,0,1,Full GDT
V030,gdt,36.91,1,2,131.28,30.42,35.93,3.26,17.95,74.16,31.58,19.61,1,internal_medicine,>=5_years,low,0,1,Full GDT
V030,control,48.4,1,2,213.83,46.46,51.2,10.19,61.8,70.65,48.41,36.51,2,internal_medicine,>=5_years,low,0,0,Full GDT
V030,cma,41.04,1,2,143.9,35.75,37.88,12.45,32.56,72.66,42.98,16.0,3,internal_medicine,>=5_years,low,0,1,Full GDT
V030,bm25,150.8,0,2,212.82,63.49,95.91,22.31,83.36,39.2,87.58,52.57,4,internal_medicine,>=5_years,low,0,0,Full GDT
V001,gdt,17.26,1,1,127.43,28.1,24.23,4.47,20.68,81.52,21.59,16.1,1,emergency,<5_years,low,0,1,GSI only
V001,bm25,20.45,1,1,163.26,36.21,38.13,8.26,37.14,72.93,38.08,22.75,2,emergency,<5_years,low,0,0,GSI only
V001,control,20.0,1,1,173.52,38.77,49.26,10.36,38.77,67.17,44.82,22.25,3,emergency,<5_years,low,0,0,GSI only
V001,cma,18.4,1,1,145.57,31.17,26.34,11.34,28.07,85.74,27.47,8.05,4,emergency,<5_years,low,0,1,GSI only
V002,control,86.73,1,4,198.89,52.01,68.87,16.77,63.24,59.41,63.72,40.06,1,internal_medicine,<5_years,high,2,0,GSI only
V002,gdt,74.25,1,4,132.93,44.94,54.28,21.59,54.41,69.23,47.26,22.87,2,internal_medicine,<5_years,high,2,1,GSI only
V002,bm25,93.27,1,4,203.61,55.32,71.26,14.53,74.6,50.35,76.36,44.8,3,internal_medicine,<5_years,high,2,0,GSI only
V002,cma,88.81,1,4,153.28,47.85,59.88,19.65,49.18,63.65,59.75,35.01,4,internal_medicine,<5_years,high,2,1,GSI only
V003,control,74.43,1,3,189.02,49.7,66.15,11.69,64.39,59.82,59.76,36.39,1,critical_care,>=5_years,low,0,0,GSI only
V003,cma,58.48,1,3,143.58,42.74,49.74,14.87,43.51,74.8,50.71,22.82,2,critical_care,>=5_years,low,0,1,GSI only
V003,bm25,71.4,1,3,199.86,49.43,60.97,16.44,64.14,58.37,62.57,34.12,3,critical_care,>=5_years,low,0,0,GSI only
V003,gdt,57.3,1,3,131.52,39.38,44.42,13.11,46.41,68.3,40.38,23.64,4,critical_care,>=5_years,low,0,1,GSI only
V004,gdt,38.0,1,2,131.74,32.3,35.0,8.71,27.92,71.7,30.02,20.48,1,emergency,<5_years,low,0,1,GSI only
V004,cma,37.78,1,2,152.86,38.07,39.45,16.03,34.3,80.55,36.01,22.06,2,emergency,<5_years,low,0,1,GSI only
V004,bm25,47.34,1,2,174.9,46.68,59.33,14.97,59.24,70.61,49.97,25.96,3,emergency,<5_years,low,0,0,GSI only
V004,control,45.7,1,2,175.35,42.99,48.59,15.64,54.79,62.91,46.97,29.03,4,emergency,<5_years,low,0,0,GSI only
V005,control,21.33,1,1,189.86,38.65,47.05,14.83,34.99,69.95,39.39,25.68,1,critical_care,<5_years,low,0,0,GSI only
V005,bm25,25.38,1,1,209.2,36.06,36.87,10.53,36.32,71.96,35.69,24.98,2,critical_care,<5_years,low,0,0,GSI only
V005,cma,18.95,1,1,138.79,32.65,33.54,8.39,26.93,80.1,31.98,14.97,3,critical_care,<5_years,low,0,1,GSI only
V005,gdt,18.34,1,1,115.3,26.09,17.25,1.8,20.44,85.07,21.15,10.84,4,critical_care,<5_years,low,0,1,GSI only
V006,cma,59.68,1,3,140.53,41.1,51.24,14.11,42.4,65.82,48.49,24.52,1,internal_medicine,>=5_years,low,1,1,GSI only
V006,gdt,57.82,1,3,128.29,40.33,43.37,8.16,44.17,72.3,48.4,25.57,2,internal_medicine,>=5_years,low,1,1,GSI only
V006,bm25,73.5,1,3,202.06,48.98,66.64,14.58,64.27,52.36,56.02,39.99,3,internal_medicine,>=5_years,low,1,0,GSI only
V006,control,63.8,1,3,191.45,48.86,61.39,21.02,55.47,63.03,54.98,37.29,4,internal_medicine,>=5_years,low,1,0,GSI only
V007,control,21.63,1,1,191.57,36.95,42.87,7.69,40.96,67.17,41.73,21.29,1,hospital_medicine,>=5_years,low,0,0,GSI only
V007,bm25,21.97,1,1,176.31,35.21,38.62,9.45,31.32,71.01,43.76,17.09,2,hospital_medicine,>=5_years,low,0,0,GSI only
V007,cma,18.98,1,1,171.99,33.02,34.68,13.08,25.7,79.97,24.85,19.82,3,hospital_medicine,>=5_years,low,0,1,GSI only
V007,gdt,21.2,1,1,125.96,31.58,23.4,14.83,21.68,83.26,28.22,18.08,4,hospital_medicine,>=5_years,low,0,1,GSI only
V008,control,96.37,1,4,198.36,52.41,71.46,13.39,70.82,49.11,63.23,46.46,1,internal_medicine,>=5_years,high,2,0,GSI only
V008,cma,80.77,1,4,147.1,45.48,55.86,15.95,45.57,70.33,54.53,30.62,2,internal_medicine,>=5_years,high,2,1,GSI only
V008,bm25,89.56,1,4,189.15,53.44,70.26,17.63,69.4,56.93,65.77,40.64,3,internal_medicine,>=5_years,high,2,0,GSI only
V008,gdt,69.77,1,4,123.73,41.76,50.62,13.41,42.88,66.74,50.65,26.26,4,internal_medicine,>=5_years,high,2,1,GSI only
V009,cma,16.96,1,1,149.65,29.88,32.06,12.17,19.49,82.29,24.41,8.89,1,internal_medicine,>=5_years,low,0,1,GSI only
V009,gdt,19.5,1,1,105.96,28.39,30.07,6.88,19.65,88.03,20.49,5.23,2,internal_medicine,>=5_years,low,0,1,GSI only
V009,control,24.08,1,1,158.38,38.55,35.24,9.99,39.36,71.19,43.65,31.84,3,internal_medicine,>=5_years,low,0,0,GSI only
V009,bm25,119.95,0,1,208.75,54.04,69.03,14.28,74.45,58.12,73.66,34.7,4,internal_medicine,>=5_years,low,0,0,GSI only
V010,control,49.59,1,2,179.13,44.69,56.67,23.15,48.85,67.25,49.6,22.63,1,emergency,>=5_years,low,0,0,GSI only
V010,cma,38.1,1,2,136.48,33.26,37.14,7.04,31.73,70.5,33.87,19.27,2,emergency,>=5_years,low,0,1,GSI only
V010,gdt,36.15,1,2,128.1,34.45,38.43,7.65,32.12,77.09,34.63,16.75,3,emergency,>=5_years,low,0,1,GSI only
V010,bm25,44.42,1,2,204.5,45.2,52.91,13.16,49.14,67.84,47.66,40.47,4,emergency,>=5_years,low,0,0,GSI only
V011,control,74.64,1,3,172.14,50.95,67.72,10.83,58.08,59.28,67.9,41.9,1,hospital_medicine,<5_years,low,1,0,GSI only
V011,cma,64.38,1,3,150.38,41.63,45.96,8.45,51.77,66.72,49.07,27.85,2,hospital_medicine,<5_years,low,1,1,GSI only
V011,gdt,59.29,1,3,129.5,37.19,39.36,9.55,38.87,75.73,34.51,25.1,3,hospital_medicine,<5_years,low,1,1,GSI only
V011,bm25,63.59,1,3,184.1,46.5,64.64,15.86,59.02,54.08,55.64,29.78,4,hospital_medicine,<5_years,low,1,0,GSI only
V012,cma,36.66,1,2,154.09,34.46,35.58,8.67,35.04,75.85,33.26,18.34,1,critical_care,>=5_years,low,0,1,GSI only
V012,bm25,46.52,1,2,180.5,41.85,51.99,8.19,50.58,68.74,45.14,26.45,2,critical_care,>=5_years,low,0,0,GSI only
V012,control,47.29,1,2,196.66,46.15,50.42,22.32,49.26,66.45,54.49,33.96,3,critical_care,>=5_years,low,0,0,GSI only
V012,gdt,37.4,1,2,132.04,32.17,36.22,0.0,31.91,78.73,27.9,18.29,4,critical_care,>=5_years,low,0,1,GSI only
V013,bm25,88.87,1,4,197.43,53.64,74.97,18.41,71.77,48.38,69.8,38.49,1,emergency,>=5_years,high,0,0,GSI only
V013,gdt,83.06,1,4,129.46,46.36,52.21,23.5,54.63,68.23,50.88,28.7,2,emergency,>=5_years,high,0,1,GSI only
V013,cma,73.68,1,4,141.64,42.44,58.76,8.79,45.92,68.36,52.3,20.5,3,emergency,>=5_years,high,0,1,GSI only
V013,control,96.36,1,4,187.85,55.03,74.66,21.85,66.49,57.56,69.97,39.65,4,emergency,>=5_years,high,0,0,GSI only
V014,control,88.41,1,4,193.47,53.38,78.76,24.28,67.35,51.28,62.06,36.56,1,internal_medicine,<5_years,high,2,0,GSI only
V014,gdt,78.81,1,4,130.67,43.26,52.07,15.87,45.64,64.84,53.66,27.48,2,internal_medicine,<5_years,high,2,1,GSI only
V014,cma,80.59,1,4,146.81,44.66,58.63,18.19,54.16,56.5,52.88,27.62,3,internal_medicine,<5_years,high,2,1,GSI only
V014,bm25,97.13,1,4,183.51,55.63,77.59,20.94,64.03,54.64,73.03,43.55,4,internal_medicine,<5_years,high,2,0,GSI only
V015,cma,39.93,1,2,133.09,35.81,38.51,11.47,33.27,78.0,37.23,16.37,1,hospital_medicine,>=5_years,low,1,1,GSI only
V015,control,47.78,1,2,182.7,48.8,64.89,17.67,52.42,67.22,54.72,35.89,2,hospital_medicine,>=5_years,low,1,0,GSI only
V015,bm25,44.79,1,2,188.89,43.97,55.15,12.36,51.4,60.73,52.51,31.69,3,hospital_medicine,>=5_years,low,1,0,GSI only
V015,gdt,35.68,1,2,130.08,35.85,42.06,12.14,32.14,78.55,32.99,17.22,4,hospital_medicine,>=5_years,low,1,1,GSI only
V016,control,27.77,1,1,199.25,41.71,42.2,14.85,42.48,75.01,48.18,27.56,1,hospital_medicine,<5_years,low,0,0,GSI only
V016,cma,20.31,1,1,160.58,30.12,24.64,7.3,19.56,84.64,31.16,13.42,2,hospital_medicine,<5_years,low,0,1,GSI only
V016,bm25,24.85,1,1,209.36,39.72,47.2,18.35,43.48,69.49,39.43,20.38,3,hospital_medicine,<5_years,low,0,0,GSI only
V016,gdt,19.42,1,1,113.49,29.6,24.37,12.5,21.7,76.75,27.31,14.96,4,hospital_medicine,<5_years,low,0,1,GSI only
V017,cma,57.68,1,3,139.1,41.59,51.26,8.04,48.12,72.89,42.29,26.92,1,internal_medicine,>=5_years,high,2,1,GSI only
V017,bm25,71.5,1,3,186.06,52.5,64.99,22.34,57.08,66.18,64.57,39.81,2,internal_medicine,>=5_years,high,2,0,GSI only
V017,control,67.22,1,3,174.46,50.86,64.63,16.83,60.49,66.1,60.42,36.7,3,internal_medicine,>=5_years,high,2,0,GSI only
V017,gdt,61.24,1,3,130.11,40.45,48.27,16.3,40.93,76.34,42.42,18.42,4,internal_medicine,>=5_years,high,2,1,GSI only
V018,cma,37.54,1,2,127.57,35.53,42.23,9.82,34.92,77.57,29.99,18.63,1,critical_care,<5_years,low,1,1,GSI only
V018,control,51.34,1,2,188.13,44.31,53.41,19.45,48.26,65.47,55.87,23.36,2,critical_care,<5_years,low,1,0,GSI only
V018,gdt,39.74,1,2,117.71,35.58,33.59,14.42,32.6,77.95,33.31,21.61,3,critical_care,<5_years,low,1,1,GSI only
V018,bm25,159.83,0,2,201.34,64.18,90.24,23.26,81.63,42.85,92.19,54.93,4,critical_care,<5_years,low,1,0,GSI only
