vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code,ablation_variant
V022,cma,21.06,1,1,146.51,34.56,31.26,8.28,32.25,83.9,32.96,18.7,2,hospital_medicine,<5_years,low,0,1,Full GDT
V022,control,22.48,1,1,184.59,41.26,41.0,13.62,42.68,81.89,44.84,23.51,3,hospital_medicine,<5_years,low,0,0,Full GDT
V022,bm25,24.29,1,1,198.89,37.14,46.51,10.62,38.32,69.9,32.3,25.2,4,hospital_medicine,<5_years,low,0,0,Full GDT
V023,gdt,34.41,1,2,121.9,33.27,39.52,1.73,25.09,79.3,37.12,16.89,1,hospital_medicine,>=5_years,low,1,1,Full GDT
V023,cma,39.02,1,2,150.2,33.95,37.48,3.75,32.12,74.15,38.35,17.81,2,hospital_medicine,>=5_years,low,1,1,Full GDT
V023,bm25,43.34,1,2,182.16,45.8,53.88,12.3,47.22,66.16,54.05,41.17,3,hospital_medicine,>=5_years,low,1,0,Full GDT
V023,control,45.56,1,2,190.81,41.95,50.49,8.82,51.52,66.99,47.88,26.0,4,hospital_medicine,>=5_years,low,1,0,Full GDT
V024,bm25,26.03,1,1,191.0,38.66,49.75,11.95,39.77,67.23,44.15,19.08,1,internal_medicine,<5_years,low,0,0,Full GDT
V024,cma,24.03,1,1,143.11,31.48,35.1,1.27,26.54,79.97,26.47,19.52,2,internal_medicine,<5_years,low,0,1,Full GDT
V024,gdt,21.37,1,1,136.41,24.2,21.5,8.7,15.05,72.76,20.82,6.34,3,internal_medicine,<5_years,low,0,1,Full GDT
V024,control,21.51,1,1,216.37,39.06,42.57,7.76,50.64,72.74,42.54,18.08,4,internal_medicine,<5_years,low,0,0,Full GDT
V025,cma,82.38,1,4,145.05,45.7,56.97,15.67,53.52,68.49,51.5,28.03,1,critical_care,<5_years,high,0,1,Full GDT
V025,gdt,76.79,1,4,120.54,42.31,49.3,12.92,46.8,70.09,48.06,26.69,2,critical_care,<5_years,high,0,1,Full GDT
V025,bm25,94.95,1,4,203.82,55.61,72.24,21.72,74.14,54.71,67.01,43.85,3,critical_care,<5_years,high,0,0,Full GDT
V025,control,90.93,1,4,190.22,56.46,76.41,18.98,74.36,59.13,67.37,42.51,4,critical_care,<5_years,high,0,0,Full GDT
V026,control,45.64,1,2,206.96,44.32,52.3,13.07,56.16,63.82,47.55,33.01,1,critical_care,<5_years,low,0,0,Full GDT
V026,bm25,47.64,1,2,179.42,44.05,54.57,10.09,49.7,67.39,53.2,29.33,2,critical_care,<5_years,low,0,0,Full GDT
V026,cma,41.25,1,2,154.12,37.68,44.66,15.92,39.35,73.54,34.87,17.71,3,critical_care,<5_years,low,0,1,Full GDT
V026,gdt,39.21,1,2,142.4,33.07,32.49,3.58,33.47,74.18,36.67,18.01,4,critical_care,<5_years,low,0,1,Full GDT
V027,bm25,111.54,1,5,177.77,56.1,78.18,11.33,72.55,48.1,76.36,50.08,1,internal_medicine,>=5_years,high,3,0,Full GDT
V027,control,122.34,1,5,204.87,61.59,85.67,19.29,87.8,48.24,78.84,49.69,2,internal_medicine,>=5_years,high,3,0,Full GDT
V027,cma,99.37,1,5,141.07,50.52,57.94,19.58,54.12,63.07,69.35,39.08,3,internal_medicine,>=5_years,high,3,1,Full GDT
V027,gdt,98.5,1,5,128.22,48.14,62.56,15.09,55.55,61.55,58.19,35.88,4,internal_medicine,>=5_years,high,3,1,Full GDT
V028,bm25,100.78,1,4,186.53,56.88,78.16,17.29,77.24,49.68,76.83,42.09,1,emergency,<5_years,high,0,0,Full GDT
V028,cma,83.32,1,4,151.61,45.3,53.22,16.18,52.22,59.73,58.06,32.4,2,emergency,<5_years,high,0,1,Full GDT
V028,gdt,82.54,1,4,122.31,42.77,52.72,18.74,44.21,62.32,49.49,29.17,3,emergency,<5_years,high,0,1,Full GDT
V028,control,101.52,1,4,188.95,55.96,71.63,23.21,76.27,48.59,72.11,43.94,4,emergency,<5_years,high,0,0,Full GDT
V029,cma,39.16,1,2,156.02,36.93,32.08,11.5,36.01,77.61,39.86,24.52,1,critical_care,>=5_years,low,1,1,Full GDT
V029,gdt,35.58,1,2,124.43,33.22,35.18,7.1,26.99,81.21,30.75,18.08,2,critical_care,>=5_years,low,1,1,Full GDT
V029,control,45.5,1,2,150.67,43.56,51.26,16.0,48.48,66.37,50.32,28.94,3,critical_care,>=5_years,low,1,0,Full GDT
V029,bm25,45.91,1,2,189.95,43.5,51.2,11.8,48.36,67.27,52.25,30.1,4,critical_care,>=5_years,low,1,0,Full GDT
V030,cma,105.36,1,5,137.85,54.34,68.76,25.71,62.65,63.49,67.22,38.2,1,emergency,<5_years,high,2,1,Full GDT
V030,control,105.42,1,5,173.89,57.11,84.57,18.67,71.08,53.74,73.16,41.46,2,emergency,<5_years,high,2,0,Full GDT
V030,gdt,97.36,1,5,120.29,49.75,66.69,17.33,58.82,59.52,61.37,34.75,3,emergency,<5_years,high,2,1,Full GDT
V030,bm25,115.24,1,5,196.68,60.62,77.33,24.51,81.76,50.68,82.36,47.07,4,emergency,<5_years,high,2,0,Full GDT
V031,gdt,100.94,1,5,122.18,50.81,57.98,24.02,57.73,65.39,66.93,32.83,1,critical_care,<5_years,high,2,1,Full GDT
V031,cma,98.21,1,5,146.05,49.34,64.03,17.98,61.76,50.6,63.22,38.44,2,critical_care,<5_years,high,2,1,Full GDT
V031,bm25,107.67,1,5,176.99,58.94,81.57,23.01,77.69,52.65,73.93,44.82,3,critical_care,<5_years,high,2,0,Full GDT
V031,control,118.63,1,5,194.7,58.11,78.78,18.3,82.3,43.31,72.9,53.07,4,critical_care,<5_years,high,2,0,Full GDT
V032,control,21.54,1,1,208.8,37.1,47.4,9.0,36.41,67.94,37.5,24.36,1,internal_medicine,>=5_years,low,0,0,Full GDT
V032,cma,19.11,1,1,138.58,32.48,29.85,5.8,26.65,79.44,35.72,17.43,2,internal_medicine,>=5_years,low,0,1,Full GDT
V032,gdt,20.31,1,1,130.47,27.75,22.38,2.4,19.94,86.74,20.72,14.33,3,internal_medicine,>=5_years,low,0,1,Full GDT
V032,bm25,30.84,1,1,188.57,39.79,44.99,13.87,43.31,75.57,41.48,19.53,4,internal_medicine,>=5_years,low,0,0,Full GDT
V033,bm25,114.8,1,5,192.4,59.54,84.96,21.54,72.14,42.51,90.62,45.48,1,internal_medicine,>=5_years,high,2,0,Full GDT
V033,gdt,91.58,1,5,139.14,46.06,53.91,14.79,54.86,59.89,61.76,31.13,2,internal_medicine,>=5_years,high,2,1,Full GDT
V033,control,108.6,1,5,178.53,56.19,80.12,22.71,61.27,47.3,81.87,43.86,3,internal_medicine,>=5_years,high,2,0,Full GDT
V033,cma,98.96,1,5,154.37,47.75,61.28,15.92,58.27,57.34,62.86,30.84,4,internal_medicine,>=5_years,high,2,1,Full GDT
V034,bm25,190.49,0,5,198.97,70.51,100.0,31.89,100.0,28.49,100.0,62.67,1,hospital_medicine,<5_years,high,3,0,Full GDT
V034,gdt,93.33,1,5,127.83,44.28,58.89,16.86,51.4,60.94,50.24,27.32,2,hospital_medicine,<5_years,high,3,1,Full GDT
V034,cma,103.57,1,5,144.74,48.01,68.08,12.52,58.88,56.98,57.41,34.2,3,hospital_medicine,<5_years,high,3,1,Full GDT
V034,control,109.08,1,5,173.46,59.13,81.09,19.81,70.42,47.82,84.97,50.65,4,hospital_medicine,<5_years,high,3,0,Full GDT
V035,cma,23.89,1,1,120.1,32.46,33.68,6.86,30.21,77.38,28.77,17.86,1,emergency,<5_years,low,0,1,Full GDT
V035,bm25,20.94,1,1,210.12,38.56,45.62,8.05,41.18,69.48,38.49,28.52,2,emergency,<5_years,low,0,0,Full GDT
V035,gdt,19.5,1,1,113.2,25.69,22.0,7.98,19.76,75.46,20.09,8.82,3,emergency,<5_years,low,0,1,Full GDT
V035,control,24.76,1,1,211.91,41.55,43.08,10.27,40.69,80.61,50.11,24.56,4,emergency,<5_years,low,0,0,Full GDT
V036,control,50.33,1,2,183.04,43.8,48.53,14.62,44.82,68.5,56.57,29.79,1,internal_medicine,<5_years,low,0,0,Full GDT
V036,cma,42.05,1,2,150.93,34.56,43.21,19.14,28.51,68.92,27.93,19.65,2,internal_medicine,<5_years,low,0,1,Full GDT
V036,gdt,38.76,1,2,117.79,32.6,32.49,4.29,32.69,82.93,28.88,14.32,3,internal_medicine,<5_years,low,0,1,Full GDT
V036,bm25,52.43,1,2,187.2,44.04,51.71,14.81,53.64,56.04,52.75,35.31,4,internal_medicine,<5_years,low,0,0,Full GDT
V037,cma,40.86,1,2,137.81,36.83,42.36,13.84,26.82,72.54,38.92,26.5,1,critical_care,<5_years,low,1,1,Full GDT
V037,control,45.78,1,2,182.18,45.08,53.24,11.78,44.07,73.01,52.26,36.15,2,critical_care,<5_years,low,1,0,Full GDT
V037,bm25,47.25,1,2,201.34,45.9,60.53,17.57,48.3,63.91,51.24,33.87,3,critical_care,<5_years,low,1,0,Full GDT
V037,gdt,39.91,1,2,133.06,35.35,41.95,3.41,37.82,73.72,30.94,24.27,4,critical_care,<5_years,low,1,1,Full GDT
V038,cma,106.75,1,5,140.43,48.61,66.64,14.05,59.02,55.62,64.2,32.14,1,critical_care,>=5_years,high,0,1,Full GDT
V038,control,117.2,1,5,184.12,58.73,84.19,16.95,77.07,46.66,86.33,41.14,2,critical_care,>=5_years,high,0,0,Full GDT
V038,gdt,92.88,1,5,131.19,49.53,65.07,19.84,60.83,61.12,54.02,36.31,3,critical_care,>=5_years,high,0,1,Full GDT
V038,bm25,113.7,1,5,207.03,61.08,88.8,21.85,78.41,49.97,82.5,44.96,4,critical_care,>=5_years,high,0,0,Full GDT
V039,control,20.16,1,1,194.68,39.24,47.91,8.35,48.92,74.09,33.09,23.08,1,critical_care,<5_years,low,0,0,Full GDT
V039,bm25,21.03,1,1,243.14,37.48,34.82,9.46,38.54,75.92,38.2,27.94,2,critical_care,<5_years,low,0,0,Full GDT
V039,gdt,18.49,1,1,112.43,29.64,29.11,9.52,18.46,82.21,26.12,12.44,3,critical_care,<5_years,low,0,1,Full GDT
V039,cma,19.16,1,1,139.38,32.51,39.09,7.17,23.41,78.38,29.21,17.78,4,critical_care,<5_years,low,0,1,Full GDT
V040,cma,21.66,1,1,141.07,30.88,36.59,11.06,22.06,71.81,33.74,10.03,1,internal_medicine,>=5_years,low,0,1,Full GDT
V040,gdt,16.49,1,1,110.95,27.69,26.55,11.37,19.72,78.13,24.61,5.78,2,internal_medicine,>=5_years,low,0,1,Full GDT
V040,bm25,24.12,1,1,173.42,39.5,39.55,13.0,50.48,70.04,42.31,21.63,3,internal_medicine,>=5_years,low,0,0,Full GDT
V040,control,23.19,1,1,188.68,39.92,41.02,14.03,43.8,75.95,41.03,23.7,4,internal_medicine,>=5_years,low,0,0,Full GDT
V041,cma,19.04,1,1,130.67,29.87,26.87,0.07,26.3,79.29,30.95,15.75,1,critical_care,<5_years,low,0,1,Full GDT
V041,control,25.02,1,1,195.08,39.15,42.45,10.04,41.39,75.88,41.17,23.99,2,critical_care,<5_years,low,0,0,Full GDT
V041,gdt,21.05,1,1,123.02,29.07,24.96,10.07,16.6,90.03,18.89,13.85,3,critical_care,<5_years,low,0,1,Full GDT
V041,bm25,28.0,1,1,174.28,38.69,40.48,12.31,43.54,68.15,44.19,23.45,4,critical_care,<5_years,low,0,0,Full GDT
V042,bm25,101.85,1,4,186.81,56.94,81.81,18.47,74.09,51.77,75.8,39.7,1,hospital_medicine,>=5_years,high,1,0,Full GDT
V042,control,95.99,1,4,194.43,56.35,75.92,19.05,70.13,51.22,74.87,46.88,2,hospital_medicine,>=5_years,high,1,0,Full GDT
V042,cma,73.38,1,4,143.15,42.56,59.92,7.66,46.36,67.34,47.76,26.33,3,hospital_medicine,>=5_years,high,1,1,Full GDT
V042,gdt,78.23,1,4,129.93,42.3,55.49,15.27,43.27,69.65,49.76,20.37,4,hospital_medicine,>=5_years,high,1,1,Full GDT
V043,bm25,40.05,1,2,181.29,43.62,49.11,9.34,50.12,76.45,51.19,25.51,1,internal_medicine,<5_years,low,0,0,Full GDT
V043,gdt,39.91,1,2,118.53,32.16,31.86,13.17,27.96,68.16,33.58,18.22,2,internal_medicine,<5_years,low,0,1,Full GDT
V043,control,45.03,1,2,183.89,46.95,51.78,13.89,59.57,67.05,57.26,32.13,3,internal_medicine,<5_years,low,0,0,Full GDT
V043,cma,39.58,1,2,153.05,38.76,46.45,11.93,40.09,73.25,40.79,20.05,4,internal_medicine,<5_years,low,0,1,Full GDT
V044,bm25,116.71,1,5,199.89,58.5,82.09,21.13,71.78,49.03,79.88,47.07,1,internal_medicine,<5_years,high,0,0,Full GDT
V044,cma,100.81,1,5,138.12,49.67,64.38,18.69,58.1,58.17,60.0,38.67,2,internal_medicine,<5_years,high,0,1,Full GDT
V044,control,117.13,1,5,174.28,57.37,85.28,17.76,70.91,49.51,72.16,48.57,3,internal_medicine,<5_years,high,0,0,Full GDT
V044,gdt,101.24,1,5,117.23,48.19,60.59,13.51,58.22,66.16,60.86,29.82,4,internal_medicine,<5_years,high,0,1,Full GDT
V045,control,95.61,1,4,184.06,55.67,73.93,22.69,68.15,52.24,71.99,45.04,1,critical_care,>=5_years,high,0,0,Full GDT
V045,bm25,102.48,1,4,185.94,57.22,74.32,25.81,69.94,57.16,72.96,43.15,2,critical_care,>=5_years,high,0,0,Full GDT
V045,gdt,87.97,1,4,126.29,44.99,50.47,21.55,50.76,66.09,52.39,28.68,3,critical_care,>=5_years,high,0,1,Full GDT
V045,cma,88.02,1,4,145.63,45.56,57.5,14.68,58.34,60.42,58.12,24.3,4,critical_care,>=5_years,high,0,1,Full GDT
V046,bm25,117.6,1,5,203.75,62.33,87.41,24.53,83.02,47.73,78.26,53.03,1,emergency,<5_years,high,1,0,Full GDT
V046,gdt,94.3,1,5,130.71,47.68,61.62,24.12,48.78,55.75,62.39,33.39,2,emergency,<5_years,high,1,1,Full GDT
V046,cma,95.71,1,5,143.78,48.26,62.22,17.82,55.06,67.74,52.93,33.8,3,emergency,<5_years,high,1,1,Full GDT
V046,control,116.5,1,5,190.1,59.08,82.72,16.91,79.12,50.82,79.17,45.73,4,emergency,<5_years,high,1,0,Full GDT
V047,control,19.44,1,1,189.58,37.8,46.33,7.15,39.62,70.78,39.34,23.58,1,emergency,<5_years,low,0,0,Full GDT
V047,gdt,20.17,1,1,125.33,29.7,27.6,6.22,21.37,87.44,29.62,5.95,2,emergency,<5_years,low,0,1,Full GDT
V047,cma,18.36,1,1,149.13,29.49,24.75,5.58,21.29,81.49,29.81,14.02,3,emergency,<5_years,low,0,1,Full GDT
V047,bm25,25.85,1,1,188.9,39.02,45.51,9.73,39.6,75.83,43.7,19.75,4,emergency,<5_years,low,0,0,Full GDT
V048,cma,77.49,1,4,152.07,42.89,50.02,14.96,49.14,63.93,49.15,30.16,1,internal_medicine,<5_years,high,0,1,Full GDT
V048,control,88.52,1,4,172.34,52.14,73.69,12.52,61.19,59.11,74.24,32.12,2,internal_medicine,<5_years,high,0,0,Full GDT
V048,bm25,88.05,1,4,186.72,50.38,63.12,20.04,60.02,57.34,64.2,37.55,3,internal_medicine,<5_years,high,0,0,Full GDT
V048,gdt,80.67,1,4,126.62,42.88,50.95,14.46,48.22,71.39,46.06,26.23,4,internal_medicine,<5_years,high,0,1,Full GDT
