vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V018,control,71.24,1,3,184.69,49.94,65.58,11.41,54.66,63.95,70.0,34.05,1,emergency,>=5_years,low,2,0
V019,control,115.71,1,5,192.06,59.6,87.33,22.42,73.11,46.18,78.78,49.76,2,critical_care,<5_years,high,0,0
V020,control,75.17,1,3,177.42,51.11,67.63,17.06,61.18,61.67,56.72,42.35,2,emergency,>=5_years,low,0,0
V021,control,112.07,1,5,166.03,57.22,77.48,16.9,70.53,51.61,77.78,49.05,1,critical_care,>=5_years,high,4,0
V022,control,67.74,1,3,194.04,48.42,54.81,17.51,51.75,60.94,61.78,43.73,2,critical_care,>=5_years,low,2,0
V023,control,63.44,1,3,181.84,51.6,64.11,20.94,69.07,61.46,59.94,34.09,2,critical_care,>=5_years,low,2,0
V024,control,102.81,1,5,195.66,58.89,79.77,19.88,75.4,49.15,80.96,48.19,3,critical_care,>=5_years,high,4,0
V025,control,92.71,1,4,184.14,53.77,76.09,12.8,66.7,55.68,76.76,34.57,3,internal_medicine,<5_years,high,3,0
V026,control,67.96,1,3,196.14,48.6,57.56,16.82,52.09,65.93,63.63,35.58,2,critical_care,<5_years,low,2,0
V027,control,91.99,1,4,198.0,56.49,71.53,24.1,74.21,60.83,66.58,41.67,3,hospital_medicine,<5_years,high,0,0
V028,control,120.58,1,5,182.46,57.33,85.48,17.88,80.14,39.26,77.73,43.48,3,critical_care,>=5_years,high,4,0
V029,control,128.05,1,5,184.69,61.91,90.17,26.03,81.27,47.2,77.41,49.36,3,emergency,<5_years,high,4,0
V030,control,64.85,1,3,174.76,53.12,65.98,16.3,61.79,73.8,58.51,42.37,2,critical_care,<5_years,low,0,0
V031,control,75.1,1,3,198.59,52.03,64.95,16.62,66.06,61.23,63.49,39.83,2,emergency,<5_years,low,2,0
V032,control,69.62,1,3,176.08,46.12,50.68,13.66,60.08,60.07,63.95,28.29,2,hospital_medicine,<5_years,low,2,0
V033,control,119.57,1,5,183.83,57.14,80.77,23.43,76.8,39.74,81.78,40.33,3,hospital_medicine,<5_years,high,4,0
V034,control,104.58,1,4,196.96,56.46,78.72,19.26,72.87,57.17,65.65,45.11,1,hospital_medicine,<5_years,high,0,0
V035,control,71.62,1,3,192.06,48.6,59.76,16.2,64.78,57.29,55.39,38.15,3,hospital_medicine,<5_years,low,2,0
V036,control,71.84,1,3,175.4,49.5,63.19,12.77,65.27,63.99,61.88,29.92,2,hospital_medicine,>=5_years,low,2,0
V037,control,64.34,1,3,177.66,45.1,60.35,14.62,51.37,55.89,51.49,36.85,2,emergency,<5_years,low,2,0
V038,control,64.6,1,3,166.87,45.75,55.71,18.31,54.17,57.46,54.11,34.74,2,emergency,<5_years,low,2,0
V039,control,62.41,1,3,206.13,44.25,57.7,14.1,49.24,58.09,49.73,36.63,2,hospital_medicine,<5_years,low,2,0
V040,control,110.13,1,5,188.5,59.98,83.99,18.64,83.5,45.27,81.53,46.96,2,hospital_medicine,<5_years,high,4,0
V041,control,95.17,1,4,193.01,54.78,74.05,19.65,74.65,54.0,68.2,38.13,2,internal_medicine,<5_years,high,3,0
V042,control,97.98,1,4,196.25,55.12,71.9,18.9,67.36,54.15,75.75,42.66,3,critical_care,<5_years,high,3,0
V043,control,109.27,1,5,178.73,57.53,77.71,18.74,74.7,49.63,80.66,43.74,2,critical_care,>=5_years,high,4,0
V044,control,71.02,1,3,192.1,51.38,65.26,22.58,58.85,61.78,61.59,38.25,3,emergency,<5_years,low,2,0
V045,control,120.38,1,5,190.0,61.38,82.37,22.68,81.09,45.76,78.58,57.81,2,critical_care,>=5_years,high,4,0
V046,control,100.94,1,4,196.22,55.82,71.46,24.93,71.23,44.09,77.22,45.97,3,emergency,<5_years,high,3,0
V047,control,56.99,1,3,184.14,45.86,58.97,16.68,59.29,55.04,58.82,26.37,2,hospital_medicine,>=5_years,low,0,0
V048,control,61.04,1,3,182.3,49.09,58.15,14.7,58.99,65.53,61.59,35.6,3,emergency,<5_years,low,2,0
V049,control,63.73,1,3,189.74,48.43,61.87,17.32,57.98,63.62,64.35,25.42,3,hospital_medicine,>=5_years,low,0,0
V050,control,117.75,1,5,194.63,60.9,82.21,16.3,86.81,43.77,80.57,55.76,2,internal_medicine,<5_years,high,4,0
V051,control,91.04,1,4,208.12,52.83,63.99,21.03,65.46,51.79,66.84,47.89,1,hospital_medicine,<5_years,high,3,0
V052,control,125.3,1,5,174.65,61.21,81.08,20.12,79.62,45.56,84.13,56.77,1,internal_medicine,<5_years,high,4,0
V053,control,71.85,1,3,198.98,50.74,62.91,17.97,63.23,61.17,65.51,33.66,3,emergency,>=5_years,low,2,0
V054,control,117.59,1,5,186.06,60.98,85.92,25.31,77.44,47.12,77.64,52.47,1,internal_medicine,>=5_years,high,0,0
V055,control,93.3,1,4,168.23,56.33,73.71,23.9,77.9,47.8,69.82,44.84,3,hospital_medicine,>=5_years,high,3,0
V056,control,93.17,1,4,185.69,54.23,68.99,19.13,69.52,59.73,69.28,38.69,3,emergency,>=5_years,high,3,0
V057,control,73.31,1,3,187.22,53.61,66.6,21.62,63.32,61.52,66.49,42.08,1,critical_care,>=5_years,low,0,0
V058,control,66.94,1,3,168.45,48.7,61.18,13.85,59.01,60.98,64.85,32.32,2,critical_care,>=5_years,low,2,0
V059,control,96.7,1,4,194.24,52.29,74.25,10.25,70.1,54.08,67.07,38.0,3,hospital_medicine,<5_years,high,3,0
V060,control,124.38,1,5,187.14,60.55,84.37,17.92,85.94,44.08,79.82,51.15,3,hospital_medicine,>=5_years,high,0,0
V061,control,68.64,1,3,217.71,48.48,59.56,12.35,56.49,64.37,63.75,34.35,2,internal_medicine,>=5_years,low,2,0
V062,control,91.25,1,4,188.22,54.64,68.24,22.97,69.28,58.85,69.03,39.47,3,emergency,<5_years,high,3,0
V063,control,86.5,1,4,196.68,53.33,65.94,16.52,64.49,57.38,72.13,43.49,2,hospital_medicine,<5_years,high,3,0
V064,control,61.86,1,3,186.24,45.27,59.0,13.58,53.76,62.85,50.76,31.66,3,emergency,<5_years,low,2,0
V065,control,69.76,1,3,203.18,47.84,63.7,16.13,64.0,53.94,56.28,32.97,2,hospital_medicine,<5_years,low,0,0
V066,control,99.97,1,4,184.63,55.56,74.31,20.31,76.23,53.21,71.56,37.7,2,critical_care,>=5_years,high,0,0
V067,control,73.09,1,3,177.71,51.95,64.7,19.6,64.74,64.46,59.46,38.73,1,internal_medicine,>=5_years,low,2,0
V068,control,88.6,1,4,186.2,53.52,67.44,20.75,62.51,60.52,68.72,41.19,2,critical_care,>=5_years,high,3,0
V069,control,69.77,1,3,203.87,49.86,61.65,8.88,59.24,65.84,59.19,44.36,1,internal_medicine,>=5_years,low,2,0
V070,control,113.92,1,5,191.61,61.42,83.52,25.88,78.48,50.75,76.39,53.53,3,internal_medicine,<5_years,high,4,0
V071,control,66.79,1,3,196.57,48.22,64.25,15.19,61.04,62.65,57.23,28.98,1,critical_care,>=5_years,low,2,0
V072,control,118.23,1,5,193.82,59.84,80.91,19.38,88.24,46.41,71.84,52.28,2,critical_care,<5_years,high,4,0
V073,control,101.81,1,4,182.99,57.99,77.4,25.12,77.29,49.61,75.07,43.46,2,internal_medicine,>=5_years,high,3,0
V074,control,97.06,1,4,177.75,55.39,69.77,20.19,77.74,55.32,68.16,41.2,1,hospital_medicine,>=5_years,high,0,0
V075,control,88.58,1,4,176.94,56.48,66.88,20.92,72.18,57.43,76.31,45.16,1,hospital_medicine,>=5_years,high,0,0
V076,control,97.72,1,4,184.79,54.82,79.44,18.7,65.39,50.46,74.1,40.81,2,critical_care,<5_years,high,3,0
V077,control,115.03,1,5,197.95,59.91,79.25,26.88,81.66,47.43,80.79,43.45,2,critical_care,<5_years,high,0,0
V078,control,71.33,1,3,186.22,47.18,59.96,16.09,61.64,51.86,55.19,38.31,2,hospital_medicine,>=5_years,low,2,0
V079,control,61.89,1,3,175.3,46.36,57.21,13.37,59.65,64.36,56.37,27.2,3,internal_medicine,>=5_years,low,2,0
V080,control,111.46,1,5,191.62,57.96,84.13,17.41,75.76,48.48,76.79,45.21,3,critical_care,>=5_years,high,4,0
V081,control,73.94,1,3,206.56,48.45,63.47,15.09,55.91,56.92,61.5,37.8,1,critical_care,<5_years,low,0,0
V082,control,71.24,1,3,176.14,50.1,61.96,22.29,55.75,65.2,57.79,37.63,1,emergency,<5_years,low,2,0
V083,control,113.78,1,5,200.21,55.62,71.19,12.74,77.69,49.51,75.23,47.35,1,hospital_medicine,>=5_years,high,4,0
V084,control,90.81,1,4,198.67,54.46,80.15,10.08,68.34,54.51,69.35,44.32,3,internal_medicine,>=5_years,high,3,0
V085,control,75.14,1,3,199.32,49.85,56.68,19.3,59.25,61.6,63.92,38.35,1,emergency,<5_years,low,2,0
V086,control,89.02,1,4,196.93,54.59,74.21,26.73,65.88,55.75,65.17,39.81,1,hospital_medicine,>=5_years,high,0,0
V087,control,116.56,1,5,189.31,61.1,79.71,18.63,81.07,55.09,80.04,52.07,1,hospital_medicine,>=5_years,high,4,0
V088,control,89.48,1,4,191.08,54.89,77.98,24.79,63.27,54.45,69.03,39.83,1,internal_medicine,>=5_years,high,0,0
V089,control,97.71,1,4,190.05,56.81,74.76,14.68,69.67,58.23,76.11,47.42,2,hospital_medicine,<5_years,high,3,0
V090,control,120.23,1,5,195.81,60.88,88.95,19.36,78.7,43.93,78.32,56.04,1,emergency,<5_years,high,0,0
V091,control,75.4,1,3,189.51,50.03,71.37,19.58,58.58,62.89,53.89,33.9,1,emergency,<5_years,low,2,0
V092,control,118.57,1,5,190.61,62.24,89.62,24.77,80.97,50.11,85.1,42.83,1,critical_care,>=5_years,high,0,0
V093,control,90.55,1,4,199.34,55.44,71.79,18.63,65.37,59.79,69.53,47.52,1,hospital_medicine,>=5_years,high,3,0
V094,control,109.49,1,5,174.7,56.97,79.24,19.3,70.32,49.87,73.32,49.76,2,critical_care,<5_years,high,4,0
V095,control,71.1,1,3,196.71,51.45,61.5,6.56,65.46,69.52,67.53,38.11,2,hospital_medicine,>=5_years,low,2,0
V096,control,120.12,1,5,186.55,59.03,79.01,19.92,83.01,52.07,77.43,42.76,2,hospital_medicine,>=5_years,high,4,0
V097,control,121.19,1,5,194.44,60.63,84.53,29.71,77.95,43.77,78.72,49.11,3,emergency,<5_years,high,0,0
V098,control,107.3,1,5,177.62,58.0,78.46,15.79,75.74,50.31,76.14,51.54,3,hospital_medicine,<5_years,high,0,0
V099,control,112.53,1,5,193.0,58.45,84.3,22.54,75.16,52.87,76.23,39.56,1,internal_medicine,>=5_years,high,4,0
V100,control,87.04,1,4,177.17,51.21,70.85,12.86,64.03,52.75,71.1,35.67,2,hospital_medicine,>=5_years,high,3,0
V101,control,122.57,1,5,201.7,60.3,82.78,24.8,83.35,44.91,77.46,48.51,1,hospital_medicine,>=5_years,high,4,0
V102,control,101.32,1,5,179.18,58.25,77.31,21.07,75.87,55.19,68.91,51.15,1,internal_medicine,<5_years,high,4,0
V103,control,83.35,1,4,190.03,53.73,63.95,20.82,66.66,58.29,72.35,40.28,3,hospital_medicine,<5_years,high,3,0
V104,control,76.33,1,3,173.0,48.37,62.74,16.92,57.27,59.57,54.87,38.87,2,hospital_medicine,>=5_years,low,2,0
V105,control,99.42,1,4,205.07,54.51,71.87,26.04,64.22,53.98,72.54,38.41,3,internal_medicine,<5_years,high,3,0
V106,control,89.75,1,4,213.17,54.81,73.45,21.61,72.34,49.61,66.99,44.85,2,emergency,<5_years,high,3,0
V107,control,124.32,1,5,198.04,62.25,87.29,24.89,83.93,45.57,80.82,51.02,2,hospital_medicine,>=5_years,high,4,0
V108,control,114.82,1,5,207.83,60.83,79.01,25.74,79.06,50.25,82.45,48.46,3,emergency,<5_years,high,4,0
V109,control,118.93,1,5,183.71,60.63,83.3,30.31,78.0,45.26,75.75,51.15,3,emergency,<5_years,high,0,0
V110,control,110.62,1,5,194.64,57.77,76.01,24.88,75.13,51.52,73.08,46.03,2,emergency,>=5_years,high,4,0
V111,control,118.63,1,5,194.04,58.35,83.37,20.38,77.2,39.21,80.22,49.71,2,internal_medicine,>=5_years,high,0,0
V112,control,72.45,1,3,216.04,49.52,61.18,20.04,56.63,59.4,70.0,29.86,1,emergency,>=5_years,low,2,0
V113,control,111.83,1,5,189.32,58.6,80.7,16.91,80.75,46.08,77.57,49.57,3,internal_medicine,>=5_years,high,4,0
V114,control,113.0,1,5,201.29,56.58,81.71,15.17,77.44,48.99,76.15,39.99,3,critical_care,<5_years,high,0,0
V115,control,63.09,1,3,194.15,47.34,62.04,16.73,57.34,55.75,57.03,35.19,1,hospital_medicine,>=5_years,low,2,0
V116,control,71.82,1,3,205.71,52.39,62.4,28.63,61.36,65.11,62.56,34.31,2,internal_medicine,<5_years,low,2,0
V117,control,114.42,1,5,212.68,58.94,77.66,18.01,84.73,50.69,79.21,43.33,1,internal_medicine,<5_years,high,4,0
V118,control,75.88,1,3,191.96,53.29,70.55,18.35,63.09,62.93,63.28,41.54,2,hospital_medicine,>=5_years,low,2,0
V119,control,68.15,1,3,170.45,48.26,57.2,18.78,59.6,55.33,60.97,37.66,2,internal_medicine,<5_years,low,2,0
V120,control,76.96,1,3,195.36,50.57,66.13,18.19,64.37,51.91,59.98,42.86,2,hospital_medicine,>=5_years,low,2,0
V121,control,118.27,1,5,187.06,62.23,78.4,25.56,81.2,50.31,87.26,50.68,2,critical_care,<5_years,high,4,0
V122,control,113.87,1,5,199.87,57.63,70.62,26.93,74.33,46.09,78.09,49.73,3,critical_care,<5_years,high,0,0
V123,control,69.69,1,3,203.39,50.85,65.02,26.14,55.62,64.27,56.9,37.13,3,hospital_medicine,<5_years,low,2,0
V124,control,117.2,1,5,190.21,60.51,80.53,26.8,76.39,47.61,81.61,50.09,2,internal_medicine,>=5_years,high,4,0
V125,control,62.02,1,3,175.37,49.31,65.47,12.11,46.09,68.22,65.34,38.64,2,internal_medicine,>=5_years,low,2,0
V126,control,72.89,1,3,191.6,49.15,67.56,15.15,55.26,65.14,51.38,40.4,3,emergency,<5_years,low,2,0
V127,control,92.46,1,4,193.91,57.11,75.89,22.96,76.77,50.77,72.68,43.59,2,emergency,>=5_years,high,0,0
V128,control,68.27,1,3,203.04,50.62,63.61,15.16,58.57,55.26,69.62,41.5,2,hospital_medicine,>=5_years,low,0,0
V129,control,89.77,1,4,199.22,53.78,69.93,24.61,67.28,58.11,65.88,36.88,1,internal_medicine,<5_years,high,3,0
V130,control,89.6,1,4,194.48,53.35,74.1,19.74,63.39,51.92,71.91,39.05,1,critical_care,<5_years,high,3,0
V131,control,66.21,1,3,185.12,49.62,64.57,14.11,56.52,64.29,63.01,35.21,2,critical_care,>=5_years,low,2,0
V132,control,119.16,1,5,191.68,60.27,81.19,26.5,77.78,51.07,80.58,44.49,2,hospital_medicine,>=5_years,high,0,0
V133,control,100.77,1,4,186.66,58.98,77.29,24.17,71.5,55.8,73.68,51.45,1,emergency,>=5_years,high,0,0
V134,control,117.43,1,5,197.47,59.99,77.32,26.43,85.42,47.72,77.89,45.16,1,internal_medicine,>=5_years,high,0,0
V135,control,95.46,1,4,204.53,52.69,69.07,18.5,66.15,49.0,70.34,43.07,3,hospital_medicine,<5_years,high,0,0
V136,control,119.14,1,5,201.1,60.08,89.04,18.36,77.79,47.31,79.83,48.12,3,internal_medicine,<5_years,high,4,0
V137,control,114.54,1,5,202.87,57.36,78.99,14.47,81.33,45.29,78.94,45.14,3,critical_care,<5_years,high,4,0
V138,control,96.32,1,4,185.13,57.51,82.01,23.36,72.59,54.44,69.71,42.95,1,emergency,>=5_years,high,3,0
V139,control,116.61,1,5,196.25,61.68,85.96,22.59,74.19,55.85,83.41,48.07,3,emergency,>=5_years,high,0,0
V140,control,92.74,1,4,194.51,56.31,74.1,21.87,69.45,54.24,75.95,42.23,3,critical_care,<5_years,high,3,0
V141,control,68.6,1,3,180.22,48.23,57.03,18.3,64.27,56.43,60.31,33.03,3,emergency,>=5_years,low,0,0
V142,control,119.99,1,5,194.04,59.96,80.93,20.67,79.38,47.23,84.5,47.07,1,internal_medicine,<5_years,high,4,0
V143,control,127.71,1,5,190.59,61.29,85.17,22.69,87.56,40.77,81.59,49.94,2,hospital_medicine,<5_years,high,4,0
V144,control,119.39,1,5,192.67,57.75,85.84,19.12,77.66,39.05,80.32,44.53,1,critical_care,<5_years,high,4,0
V145,control,65.92,1,3,180.92,47.13,56.44,16.93,58.44,65.67,55.25,30.03,3,critical_care,<5_years,low,2,0
V146,control,88.57,1,4,187.22,53.0,67.52,20.75,67.05,51.47,65.68,45.51,2,internal_medicine,>=5_years,high,0,0
V147,control,130.68,1,5,203.96,60.13,84.84,21.94,83.35,40.2,85.02,45.46,3,hospital_medicine,>=5_years,high,4,0
V148,control,114.62,1,5,203.68,61.54,80.68,25.22,77.87,55.05,81.7,48.72,2,internal_medicine,>=5_years,high,4,0
V149,control,103.29,1,4,200.42,56.0,74.63,13.54,72.91,49.84,76.19,48.9,3,internal_medicine,<5_years,high,3,0
V150,control,84.61,1,4,192.48,52.38,71.21,22.11,61.33,52.22,64.77,42.66,2,critical_care,<5_years,high,0,0
V151,control,67.33,1,3,189.21,47.89,57.46,16.49,55.78,64.35,57.95,35.33,3,internal_medicine,>=5_years,low,0,0
V152,control,68.93,1,3,183.98,51.17,69.06,16.27,63.79,59.83,62.03,36.06,1,critical_care,>=5_years,low,2,0
V153,control,84.64,1,4,195.62,51.5,68.4,18.17,61.28,55.19,65.57,40.36,3,critical_care,>=5_years,high,3,0
V154,control,76.4,1,3,197.53,48.53,63.92,12.67,58.68,58.05,60.75,37.11,2,critical_care,<5_years,low,2,0
V155,control,72.5,1,3,201.74,53.37,67.06,18.55,55.43,67.66,63.45,48.07,1,critical_care,<5_years,low,0,0
V156,control,88.46,1,4,201.34,55.96,71.41,20.22,76.69,66.25,64.27,36.9,3,hospital_medicine,<5_years,high,3,0
V157,control,98.69,1,4,196.9,54.0,71.97,20.45,71.06,47.95,69.76,42.82,2,critical_care,>=5_years,high,3,0
V158,control,121.53,1,5,190.6,60.22,80.6,26.37,87.82,39.47,83.86,43.2,1,hospital_medicine,<5_years,high,0,0
V159,control,116.12,1,5,199.05,60.76,84.04,29.24,75.7,47.76,80.58,47.21,1,hospital_medicine,<5_years,high,4,0
V160,control,110.39,1,5,169.57,58.92,80.2,19.95,79.11,51.12,78.9,44.27,2,critical_care,<5_years,high,4,0
V161,control,92.73,1,4,182.45,54.4,67.55,20.85,73.92,53.35,67.75,42.97,2,internal_medicine,>=5_years,high,3,0
V162,control,69.56,1,3,196.82,49.11,64.35,15.94,63.78,56.5,57.96,36.15,3,emergency,<5_years,low,2,0
V163,control,68.68,1,3,200.77,49.48,59.16,17.65,63.83,60.83,62.82,32.61,1,hospital_medicine,<5_years,low,2,0
V164,control,68.4,1,3,206.15,53.26,68.25,16.15,66.57,66.89,61.1,40.6,3,critical_care,>=5_years,low,2,0
V165,control,95.84,1,4,192.13,53.01,69.81,15.57,72.19,50.1,71.74,38.63,1,internal_medicine,>=5_years,high,3,0
V166,control,117.3,1,5,170.06,59.44,79.27,18.91,81.76,49.86,76.66,50.17,2,internal_medicine,>=5_years,high,4,0
V167,control,98.14,1,4,198.1,57.26,79.29,17.71,77.59,57.62,70.45,40.88,3,critical_care,>=5_years,high,0,0
V168,control,120.16,1,5,204.59,60.53,82.54,25.54,85.63,40.28,83.53,45.64,3,critical_care,<5_years,high,0,0
V169,control,94.9,1,4,184.08,55.37,74.96,18.52,65.22,55.67,71.16,46.67,3,hospital_medicine,>=5_years,high,3,0
V170,control,121.94,1,5,197.3,61.25,87.19,22.25,77.38,44.61,85.64,50.42,2,internal_medicine,<5_years,high,4,0
V171,control,92.31,1,4,190.68,52.96,73.7,10.61,61.75,62.83,64.47,44.4,2,emergency,<5_years,high,3,0
V172,control,93.26,1,4,182.57,56.06,71.48,17.28,73.85,52.06,70.35,51.37,3,internal_medicine,>=5_years,high,3,0
V173,control,94.08,1,4,184.69,56.07,75.44,16.45,72.5,53.66,75.76,42.6,2,hospital_medicine,>=5_years,high,0,0
V174,control,67.99,1,3,198.2,52.2,69.46,22.47,61.19,62.2,62.24,35.62,2,critical_care,>=5_years,low,2,0
V175,control,64.96,1,3,180.64,47.29,50.45,17.14,60.1,63.33,56.36,36.35,2,hospital_medicine,>=5_years,low,2,0
V176,control,123.33,1,5,186.21,59.93,79.93,25.09,76.17,45.53,85.82,47.04,2,emergency,<5_years,high,4,0
V177,control,69.6,1,3,177.25,48.19,58.3,11.06,65.8,58.42,62.92,32.63,2,critical_care,>=5_years,low,0,0
V178,control,73.75,1,3,180.5,47.3,62.13,17.15,52.82,52.11,57.89,41.69,2,critical_care,>=5_years,low,0,0
V179,control,74.54,1,3,195.64,46.82,61.79,9.37,57.39,53.31,61.84,37.22,2,hospital_medicine,>=5_years,low,0,0
V180,control,121.51,1,5,200.98,60.38,84.41,20.48,80.21,43.32,85.87,48.01,1,hospital_medicine,>=5_years,high,4,0
V181,control,120.58,1,5,186.9,59.83,83.16,16.68,80.46,51.54,78.19,48.95,1,internal_medicine,<5_years,high,4,0
V182,control,93.6,1,4,196.28,53.13,72.47,21.07,68.49,53.46,68.17,35.1,3,critical_care,<5_years,high,3,0
V183,control,117.91,1,5,188.48,60.6,75.55,24.65,77.62,50.88,85.46,49.45,3,critical_care,>=5_years,high,0,0
V184,control,123.05,1,5,189.6,60.04,87.91,18.06,71.64,49.13,83.33,50.17,2,critical_care,>=5_years,high,0,0
V185,control,77.26,1,3,187.12,51.23,67.52,20.28,60.11,62.31,62.83,34.32,3,critical_care,<5_years,low,0,0
V186,control,87.55,1,4,202.71,53.58,73.85,16.78,64.34,57.83,69.46,39.22,1,internal_medicine,<5_years,high,0,0
V187,control,114.64,1,5,184.66,63.05,86.17,27.59,72.47,55.79,84.65,51.66,2,critical_care,<5_years,high,4,0
V188,control,72.07,1,3,180.67,50.01,62.48,16.88,58.92,62.03,63.38,36.38,1,hospital_medicine,<5_years,low,2,0
V189,control,72.98,1,3,183.06,51.01,59.88,24.31,67.93,53.13,61.31,39.51,3,hospital_medicine,<5_years,low,2,0
V190,control,92.03,1,4,196.97,53.16,72.09,15.43,66.22,56.39,67.27,41.59,1,emergency,<5_years,high,3,0
V191,control,69.62,1,3,200.02,49.69,68.07,17.18,57.94,59.65,62.57,32.73,1,critical_care,>=5_years,low,0,0
V192,control,92.1,1,4,188.32,52.78,66.93,19.52,62.74,54.7,70.78,42.03,3,hospital_medicine,<5_years,high,3,0
V193,control,122.23,1,5,195.84,57.7,82.4,22.72,82.54,45.0,75.05,38.48,3,critical_care,<5_years,high,0,0
V194,control,111.31,1,5,176.53,57.79,82.59,20.97,73.27,40.28,80.87,48.76,3,critical_care,>=5_years,high,0,0
V195,control,118.58,1,5,189.31,59.59,85.39,15.13,77.44,49.45,84.47,45.65,1,critical_care,>=5_years,high,0,0
V196,control,114.43,1,5,188.1,62.61,91.06,26.31,82.36,46.4,82.85,46.7,1,hospital_medicine,>=5_years,high,4,0
V197,control,72.66,1,3,189.0,50.25,63.28,20.33,65.1,59.79,63.95,29.03,1,emergency,>=5_years,low,2,0
V198,control,119.63,1,5,186.27,59.94,81.52,20.11,83.06,45.22,80.25,49.46,1,internal_medicine,<5_years,high,4,0
V199,control,91.23,1,4,196.4,54.31,70.84,19.55,62.1,59.23,70.35,43.78,1,hospital_medicine,<5_years,high,3,0
V200,control,69.69,1,3,180.52,48.21,57.47,16.78,59.03,59.26,59.75,36.96,1,internal_medicine,<5_years,low,0,0
V201,control,72.28,1,3,185.13,49.33,60.65,12.64,57.54,62.7,63.84,38.62,2,critical_care,<5_years,low,2,0
V202,control,115.16,1,5,191.73,58.56,82.8,22.05,75.64,52.43,75.77,42.7,1,hospital_medicine,>=5_years,high,4,0
V203,control,117.44,1,5,192.93,59.13,79.84,21.64,79.33,44.47,76.93,52.55,2,internal_medicine,<5_years,high,0,0
V204,control,123.32,1,5,201.78,61.38,84.37,25.38,87.26,47.33,78.3,45.63,2,emergency,>=5_years,high,4,0
V205,control,69.78,1,3,203.88,51.29,65.32,17.89,62.06,67.09,54.42,40.94,3,critical_care,>=5_years,low,0,0
V206,control,67.16,1,3,184.23,49.05,70.64,19.04,56.84,57.44,58.36,32.01,2,hospital_medicine,>=5_years,low,2,0
V207,control,94.94,1,4,189.27,52.61,77.14,14.17,65.25,53.95,65.96,39.17,1,internal_medicine,<5_years,high,3,0
V208,control,93.6,1,4,182.36,55.23,70.28,27.34,76.72,50.89,69.06,37.12,1,internal_medicine,>=5_years,high,3,0
V209,control,99.46,1,4,188.92,55.74,79.31,19.08,67.12,49.19,74.67,45.07,2,internal_medicine,>=5_years,high,3,0
V210,control,106.06,1,5,196.41,60.81,80.19,20.86,77.59,54.35,87.46,44.42,1,emergency,<5_years,high,4,0
V211,control,123.37,1,5,190.74,61.56,81.34,26.54,82.67,45.61,82.0,51.2,3,critical_care,<5_years,high,4,0
V212,control,89.8,1,4,197.44,52.81,69.8,18.45,64.02,57.15,69.65,37.79,2,critical_care,<5_years,high,3,0
V213,control,64.39,1,3,187.5,46.7,55.68,16.73,55.7,63.66,52.46,35.96,2,critical_care,<5_years,low,0,0
