vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V024,bm25,21.1,1,1,173.44,39.3,39.63,9.02,40.58,71.78,45.17,29.6,1,hospital_medicine,>=5_years,low,0,0
V025,bm25,45.0,1,2,195.51,42.07,45.82,12.57,49.93,64.52,54.63,24.95,2,hospital_medicine,>=5_years,low,0,0
V026,bm25,102.55,1,4,197.31,56.4,72.0,29.25,70.51,46.32,73.82,46.47,4,emergency,>=5_years,high,1,0
V027,bm25,21.79,1,1,178.34,40.51,41.88,5.88,49.47,76.59,41.79,27.45,3,emergency,>=5_years,low,0,0
V028,bm25,70.06,1,3,201.7,50.97,63.69,13.89,62.79,58.56,70.37,36.52,1,hospital_medicine,>=5_years,high,2,0
V029,bm25,23.56,1,1,178.93,40.05,40.98,9.5,41.57,72.38,43.85,32.04,2,hospital_medicine,<5_years,low,0,0
V030,bm25,152.08,0,2,195.14,59.26,80.46,16.95,83.63,50.5,73.54,50.47,1,internal_medicine,>=5_years,low,0,0
V001,cma,22.65,1,1,172.32,32.94,31.99,7.74,31.82,73.37,36.36,16.36,3,emergency,<5_years,low,0,1
V002,cma,79.49,1,4,144.55,44.38,58.99,18.25,45.23,63.97,49.56,30.3,3,internal_medicine,<5_years,high,2,1
V003,cma,63.69,1,3,147.64,42.67,48.17,20.29,41.48,75.06,42.69,28.36,1,critical_care,>=5_years,low,0,1
V004,cma,40.84,1,2,138.62,36.24,45.73,9.48,36.61,73.7,33.21,18.7,1,emergency,<5_years,low,0,1
V005,cma,20.02,1,1,126.77,29.58,27.29,5.84,29.74,75.61,24.87,14.13,1,critical_care,<5_years,low,0,1
V006,cma,58.07,1,3,146.53,41.71,41.84,11.83,51.93,70.82,42.41,31.46,4,internal_medicine,>=5_years,low,1,1
V007,cma,20.78,1,1,154.02,30.95,33.04,13.26,28.77,72.06,27.67,10.92,3,hospital_medicine,>=5_years,low,0,1
V008,cma,79.37,1,4,147.05,45.64,59.35,12.55,50.95,69.57,52.09,29.34,2,internal_medicine,>=5_years,high,2,1
V009,cma,21.13,1,1,142.64,28.25,31.01,3.81,21.7,80.07,23.92,8.97,3,internal_medicine,>=5_years,low,0,1
V010,cma,41.19,1,2,140.34,38.11,45.27,16.22,32.12,73.27,37.08,24.7,3,emergency,>=5_years,low,0,1
V011,cma,52.01,1,3,157.92,35.54,44.83,4.65,36.09,70.14,38.88,18.63,2,hospital_medicine,<5_years,low,1,1
V012,cma,41.57,1,2,156.74,36.31,42.19,9.98,34.45,70.99,37.41,22.82,2,critical_care,>=5_years,low,0,1
V013,cma,84.96,1,4,128.84,43.21,52.67,17.43,45.79,64.77,50.06,28.52,3,emergency,>=5_years,high,0,1
V014,cma,78.71,1,4,153.36,43.63,51.98,12.43,56.88,57.05,50.43,33.04,3,internal_medicine,<5_years,high,2,1
V015,cma,42.99,1,2,151.09,33.56,34.76,9.69,29.19,70.28,37.35,20.13,4,hospital_medicine,>=5_years,low,1,1
V016,cma,18.43,1,1,141.4,33.23,23.77,9.41,28.55,86.45,39.12,12.09,2,hospital_medicine,<5_years,low,0,1
V017,cma,56.89,1,3,140.39,39.13,44.54,10.31,46.52,65.42,45.6,22.39,4,internal_medicine,>=5_years,high,2,1
V018,cma,40.66,1,2,162.04,35.76,42.26,12.09,31.89,72.5,41.37,14.44,3,critical_care,<5_years,low,1,1
V019,cma,101.73,1,5,136.24,49.46,59.08,20.39,61.2,54.89,65.17,36.04,1,critical_care,<5_years,high,0,1
V020,cma,99.52,1,5,139.62,50.55,65.51,16.86,66.84,57.28,62.48,34.33,4,internal_medicine,<5_years,high,1,1
V021,cma,20.18,1,1,139.88,30.83,28.81,4.83,29.03,75.61,27.27,19.42,4,emergency,>=5_years,low,0,1
V022,cma,66.18,1,3,144.52,41.2,52.02,17.7,46.14,60.71,46.28,24.33,3,internal_medicine,>=5_years,low,0,1
V023,cma,105.01,1,5,135.46,50.86,71.18,20.1,58.02,58.31,63.4,34.18,1,hospital_medicine,>=5_years,high,2,1
V024,cma,17.81,1,1,145.65,28.25,28.69,9.38,24.33,78.45,24.89,3.74,2,hospital_medicine,>=5_years,low,0,1
V025,cma,41.02,1,2,126.88,36.44,37.64,11.24,42.3,72.63,41.11,13.7,3,hospital_medicine,>=5_years,low,0,1
V026,cma,79.51,1,4,145.88,46.01,49.29,20.67,54.74,62.64,53.32,35.42,2,emergency,>=5_years,high,1,1
V027,cma,20.44,1,1,131.5,33.05,34.9,8.52,36.49,75.21,29.94,13.26,4,emergency,>=5_years,low,0,1
V028,cma,55.27,1,3,141.77,39.21,52.28,9.06,35.82,71.24,44.48,22.36,2,hospital_medicine,>=5_years,high,2,1
V029,cma,24.47,1,1,137.86,35.5,32.23,13.81,33.46,80.51,29.05,23.95,3,hospital_medicine,<5_years,low,0,1
V030,cma,37.07,1,2,137.38,38.07,33.1,10.01,38.83,74.8,40.1,31.58,2,internal_medicine,>=5_years,low,0,1
V001,gdt,16.45,1,1,132.13,28.27,20.38,10.13,21.14,79.48,24.46,14.03,2,emergency,<5_years,low,0,1
V002,gdt,76.45,1,4,120.61,41.9,49.56,13.51,43.6,68.54,44.01,32.18,1,internal_medicine,<5_years,high,2,1
V003,gdt,59.84,1,3,138.29,39.16,47.63,8.34,35.07,74.27,46.56,23.1,4,critical_care,>=5_years,low,0,1
V004,gdt,40.37,1,2,121.2,33.65,36.69,12.37,30.39,79.3,31.49,11.64,2,emergency,<5_years,low,0,1
V005,gdt,23.41,1,1,137.26,30.14,20.74,10.31,20.62,85.07,32.99,11.09,4,critical_care,<5_years,low,0,1
V006,gdt,56.15,1,3,122.85,37.77,49.2,14.52,38.84,67.81,37.28,18.95,1,internal_medicine,>=5_years,low,1,1
V007,gdt,19.73,1,1,131.74,28.7,29.27,11.88,21.47,81.74,18.15,9.71,2,hospital_medicine,>=5_years,low,0,1
V008,gdt,73.99,1,4,128.98,40.02,51.45,14.39,45.75,60.01,45.33,23.18,3,internal_medicine,>=5_years,high,2,1
V009,gdt,16.47,1,1,116.07,31.65,30.05,7.81,28.23,89.14,22.43,12.25,1,internal_medicine,>=5_years,low,0,1
V010,gdt,34.31,1,2,114.56,31.7,27.34,9.48,28.32,83.78,26.74,14.56,1,emergency,>=5_years,low,0,1
V011,gdt,61.2,1,3,116.55,37.81,46.15,7.22,42.1,69.6,40.19,21.61,3,hospital_medicine,<5_years,low,1,1
V012,gdt,38.84,1,2,134.25,35.48,36.88,13.24,35.81,76.44,38.52,12.0,1,critical_care,>=5_years,low,0,1
V013,gdt,73.88,1,4,133.74,40.32,49.61,13.19,40.4,66.02,41.74,30.99,4,emergency,>=5_years,high,0,1
V014,gdt,77.27,1,4,120.65,43.28,54.72,19.87,41.13,70.76,49.55,23.62,4,internal_medicine,<5_years,high,2,1
V015,gdt,37.48,1,2,131.62,31.15,33.15,6.46,26.97,68.96,34.71,16.66,2,hospital_medicine,>=5_years,low,1,1
V016,gdt,20.05,1,1,133.35,31.1,27.66,9.5,23.66,86.84,28.7,10.23,4,hospital_medicine,<5_years,low,0,1
V017,gdt,55.86,1,3,127.07,37.23,39.89,11.01,38.88,77.13,40.34,16.11,2,internal_medicine,>=5_years,high,2,1
V018,gdt,39.57,1,2,131.18,32.01,29.61,10.77,32.7,70.83,27.77,20.36,1,critical_care,<5_years,low,1,1
V019,gdt,95.92,1,5,124.73,46.63,63.1,16.38,50.0,60.25,54.88,35.16,3,critical_care,<5_years,high,0,1
V020,gdt,98.63,1,5,125.46,46.47,56.11,14.32,56.84,56.41,64.61,30.53,1,internal_medicine,<5_years,high,1,1
V021,gdt,18.09,1,1,125.01,28.46,20.69,9.87,22.2,83.66,22.24,12.12,3,emergency,>=5_years,low,0,1
V022,gdt,54.49,1,3,135.27,36.56,39.39,15.44,36.01,66.06,46.25,16.2,4,internal_medicine,>=5_years,low,0,1
V023,gdt,101.11,1,5,128.85,47.57,56.28,16.9,52.77,65.79,62.54,31.15,3,hospital_medicine,>=5_years,high,2,1
V024,gdt,18.07,1,1,119.71,27.87,24.39,3.15,26.04,75.39,31.49,6.75,3,hospital_medicine,>=5_years,low,0,1
V025,gdt,46.09,1,2,127.63,33.7,40.59,2.71,31.03,76.91,35.01,15.95,4,hospital_medicine,>=5_years,low,0,1
V026,gdt,76.79,1,4,130.63,41.55,51.3,14.97,44.25,61.67,52.37,24.76,3,emergency,>=5_years,high,1,1
V027,gdt,19.95,1,1,137.7,28.75,25.93,6.11,19.78,83.49,25.84,11.35,1,emergency,>=5_years,low,0,1
V028,gdt,57.54,1,3,114.64,37.9,48.21,10.36,35.2,69.34,38.82,25.45,4,hospital_medicine,>=5_years,high,2,1
V029,gdt,22.32,1,1,128.77,25.4,24.38,0.15,26.71,70.89,23.89,6.38,4,hospital_medicine,<5_years,low,0,1
V030,gdt,39.06,1,2,125.17,33.07,37.76,8.75,32.47,68.7,35.5,15.24,4,internal_medicine,>=5_years,low,0,1
