vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V020,control,88.1,1,4,202.08,54.78,73.14,18.14,69.52,53.0,70.92,43.99,3,critical_care,<5_years,high,1,0
V021,control,22.76,1,1,156.09,36.72,41.48,12.77,32.2,70.65,40.24,22.99,1,hospital_medicine,>=5_years,low,0,0
V022,control,20.12,1,1,196.61,38.04,34.77,13.4,47.42,73.69,33.46,25.52,2,hospital_medicine,<5_years,low,0,0
V023,control,41.27,1,2,193.51,45.24,44.18,12.06,51.96,72.68,61.18,29.36,2,hospital_medicine,>=5_years,low,1,0
V024,control,24.43,1,1,190.23,38.47,44.71,10.95,42.93,75.11,38.6,18.53,4,internal_medicine,<5_years,low,0,0
V025,control,102.06,1,4,188.49,54.93,77.08,12.09,75.56,47.35,72.34,45.16,1,critical_care,<5_years,high,0,0
V026,control,49.11,1,2,169.84,44.01,52.21,10.88,51.51,66.51,53.55,29.42,1,critical_care,<5_years,low,0,0
V027,control,113.8,1,5,182.67,60.74,84.36,22.06,72.98,50.32,79.57,55.14,2,internal_medicine,>=5_years,high,3,0
V028,control,99.72,1,4,171.24,54.61,82.22,15.68,72.52,48.61,73.17,35.47,3,emergency,<5_years,high,0,0
V029,control,45.38,1,2,190.61,44.8,54.92,11.93,49.72,65.02,52.26,34.92,1,critical_care,>=5_years,low,1,0
V030,control,117.23,1,5,181.53,59.92,75.02,24.69,81.26,47.63,88.2,42.73,3,emergency,<5_years,high,2,0
V031,control,114.58,1,5,194.12,58.56,80.73,26.92,76.85,39.11,77.94,49.82,4,critical_care,<5_years,high,2,0
V032,control,21.52,1,1,183.95,37.51,32.4,13.02,41.43,70.51,39.86,27.88,1,internal_medicine,>=5_years,low,0,0
V033,control,119.57,1,5,183.83,57.14,80.77,23.43,76.8,39.74,81.78,40.33,3,internal_medicine,>=5_years,high,2,0
V034,control,126.1,1,5,190.22,60.1,83.34,13.99,80.11,43.49,83.18,56.47,4,hospital_medicine,<5_years,high,3,0
V035,control,26.45,1,1,171.18,37.74,47.91,10.44,34.16,65.5,41.24,27.2,2,emergency,<5_years,low,0,0
V036,control,54.03,1,2,201.55,44.92,58.32,16.5,45.88,63.55,49.61,35.68,3,internal_medicine,<5_years,low,0,0
V037,control,54.25,1,2,180.9,42.26,50.03,5.95,50.74,62.46,49.98,34.39,4,critical_care,<5_years,low,1,0
V038,control,109.79,1,5,167.64,58.53,75.24,20.53,75.45,54.21,76.64,49.1,2,critical_care,>=5_years,high,0,0
V039,control,22.95,1,1,160.14,40.46,48.71,15.73,43.5,68.73,39.19,26.92,1,critical_care,<5_years,low,0,0
V040,control,21.26,1,1,199.54,37.74,44.14,9.07,44.11,77.35,37.33,14.41,1,internal_medicine,>=5_years,low,0,0
V041,control,23.59,1,1,219.69,39.78,50.41,0.0,47.11,75.15,35.59,30.43,4,critical_care,<5_years,low,0,0
V042,control,91.8,1,4,201.31,57.64,77.33,22.52,70.25,59.51,69.67,46.58,2,hospital_medicine,>=5_years,high,1,0
V043,control,41.13,1,2,190.47,43.1,51.72,16.22,49.64,65.09,46.38,29.58,4,internal_medicine,<5_years,low,0,0
V044,control,127.82,1,5,184.82,62.51,87.17,23.63,84.56,45.14,84.74,49.84,1,internal_medicine,<5_years,high,0,0
V045,control,94.71,1,4,198.16,54.19,65.85,23.41,67.9,54.47,72.56,40.96,2,critical_care,>=5_years,high,0,0
V046,control,114.14,1,5,199.1,59.81,87.27,21.74,77.82,43.24,79.47,49.31,1,emergency,<5_years,high,1,0
V047,control,24.48,1,1,218.03,39.63,40.65,13.83,41.75,73.05,43.46,25.04,1,emergency,<5_years,low,0,0
V048,control,93.52,1,4,185.14,52.4,67.35,17.4,64.36,56.6,65.84,42.83,4,internal_medicine,<5_years,high,0,0
V049,control,67.94,1,3,207.94,50.13,59.49,17.23,58.05,63.17,66.07,36.79,2,internal_medicine,<5_years,low,0,0
V050,control,48.92,1,2,181.48,44.58,56.39,7.48,47.04,67.39,51.19,38.0,1,internal_medicine,<5_years,low,1,0
V051,control,73.1,1,3,182.85,47.28,62.24,16.05,56.69,54.74,57.19,36.77,3,emergency,>=5_years,low,1,0
V052,control,98.05,1,4,197.26,56.26,79.35,16.64,74.27,47.34,75.81,44.14,3,emergency,<5_years,high,3,0
V053,control,40.66,1,2,178.29,43.22,50.09,11.59,51.71,66.72,51.61,27.59,1,emergency,<5_years,low,1,0
V054,control,45.03,1,2,198.66,42.85,49.3,10.62,49.83,67.47,49.96,29.93,3,hospital_medicine,>=5_years,low,0,0
V055,control,23.35,1,1,224.43,38.02,40.39,11.94,37.23,72.24,34.37,31.95,2,emergency,<5_years,low,0,0
V056,control,69.54,1,3,189.8,49.52,69.76,14.77,58.73,59.09,60.96,33.81,4,critical_care,<5_years,low,1,0
V057,control,123.65,1,5,193.17,63.23,89.42,27.41,75.9,49.82,84.36,52.5,1,hospital_medicine,>=5_years,high,2,0
V058,control,92.31,1,4,194.35,53.32,77.29,15.29,71.2,54.34,65.27,36.55,1,hospital_medicine,<5_years,high,0,0
V059,control,44.91,1,2,187.4,45.44,54.84,18.28,49.06,68.02,54.31,28.15,4,emergency,>=5_years,low,1,0
V060,control,44.43,1,2,192.67,41.46,48.58,8.83,47.43,65.34,50.88,27.69,1,critical_care,<5_years,low,0,0
V061,control,19.65,1,1,208.83,40.84,45.93,12.6,36.8,75.94,41.77,32.0,1,critical_care,>=5_years,low,0,0
V062,control,65.55,1,3,189.52,47.4,60.88,15.1,55.4,63.7,50.08,39.25,4,critical_care,>=5_years,low,0,0
V063,control,109.07,1,5,192.84,56.88,76.42,21.53,75.75,49.06,74.09,44.45,1,emergency,<5_years,high,1,0
V064,control,213.36,0,5,178.84,71.55,100.0,29.99,100.0,31.46,100.0,67.82,2,internal_medicine,<5_years,high,3,0
V065,control,21.76,1,1,200.92,40.07,46.83,14.72,33.35,74.99,42.53,27.98,1,emergency,<5_years,low,0,0
V066,control,45.97,1,2,210.82,44.99,54.89,17.44,50.9,64.99,49.24,32.47,3,critical_care,>=5_years,low,1,0
V067,control,41.36,1,2,201.25,45.69,56.42,13.76,52.66,70.74,51.87,28.69,2,hospital_medicine,<5_years,low,0,0
V068,control,69.06,1,3,190.16,47.32,59.41,15.43,59.63,56.59,58.36,34.46,3,emergency,>=5_years,low,0,0
V069,control,21.84,1,1,193.9,39.25,42.37,15.71,38.54,74.19,37.64,27.07,2,hospital_medicine,>=5_years,low,0,0
V070,control,70.43,1,3,186.51,47.32,58.22,8.66,58.4,60.19,64.88,33.6,4,critical_care,<5_years,low,0,0
V071,control,82.87,1,4,192.83,50.53,63.33,16.51,63.68,58.44,68.09,33.16,2,critical_care,<5_years,high,2,0
V072,control,43.14,1,2,192.59,45.72,53.46,16.14,47.62,66.28,53.48,37.33,2,hospital_medicine,<5_years,low,0,0
V073,control,45.92,1,2,176.46,42.86,56.52,9.93,51.3,60.19,44.69,34.54,1,internal_medicine,<5_years,low,1,0
V074,control,44.44,1,2,200.86,43.68,56.5,14.69,48.7,66.2,49.63,26.35,4,emergency,<5_years,low,0,0
V075,control,48.59,1,2,184.65,46.07,56.22,13.97,52.92,69.47,51.87,31.98,2,hospital_medicine,>=5_years,low,0,0
V076,control,117.85,1,5,200.83,59.43,87.95,19.83,76.63,42.89,84.85,44.41,1,internal_medicine,>=5_years,high,3,0
V077,control,117.32,1,5,183.83,60.39,91.05,23.36,73.63,48.41,86.93,38.95,1,emergency,>=5_years,high,0,0
V078,control,183.64,0,3,200.31,69.85,100.0,22.77,98.04,42.53,96.53,59.23,4,critical_care,>=5_years,low,1,0
V079,control,61.89,1,3,175.3,46.36,57.21,13.37,59.65,64.36,56.37,27.2,3,hospital_medicine,>=5_years,low,0,0
V080,control,113.48,1,5,204.66,59.22,84.54,25.11,69.52,54.29,77.34,44.51,2,emergency,>=5_years,high,3,0
V081,control,88.68,1,4,179.01,55.89,76.18,15.62,76.97,51.99,72.56,42.04,4,emergency,>=5_years,high,0,0
V082,control,75.72,1,3,187.98,52.45,69.11,17.38,65.58,62.88,57.11,42.65,4,critical_care,<5_years,low,0,0
V083,control,25.54,1,1,192.67,42.91,49.15,15.35,43.84,77.84,42.53,28.73,2,emergency,>=5_years,low,0,0
V084,control,19.99,1,1,191.18,38.96,35.72,6.08,38.92,79.28,43.51,30.26,2,internal_medicine,<5_years,low,0,0
V085,control,43.62,1,2,185.24,40.18,52.1,10.05,38.09,66.52,45.13,29.16,4,hospital_medicine,>=5_years,low,1,0
V086,control,48.77,1,2,193.67,44.55,44.69,22.56,50.8,67.59,50.36,31.31,4,hospital_medicine,<5_years,low,1,0
V087,control,126.03,1,5,186.82,61.38,86.91,23.7,77.59,45.19,83.68,51.18,4,critical_care,<5_years,high,0,0
V088,control,71.43,1,3,204.1,50.84,62.45,18.11,57.51,63.86,64.56,38.55,2,critical_care,<5_years,low,0,0
V089,control,44.9,1,2,191.39,44.92,48.83,19.83,52.86,71.16,51.36,25.49,2,emergency,<5_years,low,1,0
V090,control,23.56,1,1,209.15,38.15,53.12,11.38,35.32,71.03,38.44,19.64,2,emergency,<5_years,low,0,0
V091,control,125.4,1,5,193.76,57.3,76.73,18.98,74.01,47.86,79.55,46.7,1,internal_medicine,<5_years,high,0,0
V092,control,67.82,1,3,196.44,46.34,61.57,14.0,54.15,61.23,61.88,25.2,3,critical_care,>=5_years,low,0,0
V093,control,93.21,1,4,186.33,55.66,72.15,17.75,67.22,56.51,74.52,45.79,4,internal_medicine,<5_years,high,0,0
V094,control,84.03,1,4,184.48,54.07,75.6,18.37,63.08,58.09,72.82,36.45,3,internal_medicine,<5_years,high,0,0
V095,control,114.51,1,5,189.68,63.38,88.81,29.89,89.47,48.22,76.3,47.57,3,internal_medicine,>=5_years,high,1,0
V096,control,23.13,1,1,157.88,41.25,42.31,16.37,38.31,82.79,43.46,24.25,1,hospital_medicine,>=5_years,low,0,0
V097,control,63.09,1,3,173.34,47.98,56.14,7.77,57.42,64.42,61.23,40.88,1,hospital_medicine,<5_years,low,1,0
V098,control,21.37,1,1,182.42,39.9,40.62,10.56,38.13,78.33,43.63,28.16,4,internal_medicine,<5_years,low,0,0
V099,control,94.17,1,4,206.47,54.9,66.41,26.62,69.93,55.38,69.28,41.8,4,hospital_medicine,>=5_years,high,2,0
V100,control,87.04,1,4,177.17,51.21,70.85,12.86,64.03,52.75,71.1,35.67,2,critical_care,<5_years,high,0,0
V101,control,43.33,1,2,182.57,44.01,48.34,13.08,52.84,70.06,47.14,32.61,4,hospital_medicine,<5_years,low,0,0
V102,control,19.28,1,1,228.56,33.62,39.0,9.22,27.58,68.51,37.48,19.91,1,internal_medicine,<5_years,low,0,0
V103,control,54.09,1,2,192.3,43.5,55.48,9.68,47.6,64.64,53.31,30.31,1,critical_care,<5_years,low,1,0
V104,control,73.71,1,3,190.72,49.72,60.42,18.79,62.24,62.66,61.15,33.03,3,emergency,<5_years,low,1,0
V105,control,109.87,1,5,180.12,59.08,79.74,20.33,78.6,53.94,73.04,48.83,2,critical_care,>=5_years,high,3,0
V106,control,45.05,1,2,217.7,43.4,52.84,15.94,47.05,68.99,49.35,26.22,3,internal_medicine,>=5_years,low,1,0
V107,control,26.08,1,1,210.27,43.09,47.27,13.99,40.71,75.8,49.05,31.7,4,internal_medicine,<5_years,low,0,0
V108,control,95.26,1,4,205.32,55.49,79.04,12.6,66.56,57.91,72.46,44.39,3,critical_care,<5_years,high,2,0
V109,control,118.93,1,5,183.71,60.63,83.3,30.31,78.0,45.26,75.75,51.15,3,emergency,>=5_years,high,3,0
V110,control,45.64,1,2,179.72,41.52,47.16,10.63,49.17,66.88,47.89,27.41,4,internal_medicine,>=5_years,low,1,0
V111,control,25.02,1,1,212.41,37.53,36.36,14.71,41.3,75.11,43.49,14.21,4,hospital_medicine,<5_years,low,0,0
V112,control,93.23,1,4,189.66,52.55,76.43,16.33,61.28,50.83,69.04,41.39,2,hospital_medicine,<5_years,high,0,0
V113,control,68.16,1,3,190.35,49.96,58.78,18.88,55.99,62.12,62.9,41.08,4,hospital_medicine,<5_years,low,0,0
V114,control,45.04,1,2,191.4,41.54,49.19,11.97,49.41,67.17,43.32,28.18,2,internal_medicine,>=5_years,low,0,0
V115,control,70.12,1,3,176.01,48.43,65.79,14.04,54.71,61.86,55.97,38.18,2,critical_care,<5_years,low,0,0
V116,control,25.09,1,1,208.15,40.31,45.5,10.24,38.81,73.31,43.73,30.23,3,internal_medicine,<5_years,low,0,0
V117,control,120.38,1,5,181.86,59.52,79.81,12.62,80.84,46.46,83.58,53.79,4,critical_care,>=5_years,high,1,0
V118,control,69.09,1,3,195.48,47.99,57.89,24.02,54.01,61.07,57.33,33.61,1,critical_care,>=5_years,low,1,0
V119,control,69.25,1,3,186.67,50.0,63.85,13.86,61.33,62.43,62.02,36.5,3,internal_medicine,>=5_years,low,0,0
V120,control,98.84,1,4,186.87,54.29,75.71,15.73,70.11,52.22,70.92,41.06,1,emergency,>=5_years,high,1,0
V121,control,49.7,1,2,197.42,48.68,56.38,12.98,59.91,72.01,57.39,33.41,3,emergency,>=5_years,low,0,0
V122,control,115.81,1,5,178.96,58.77,78.8,14.7,82.66,52.04,74.61,49.79,2,emergency,<5_years,high,1,0
V123,control,44.62,1,2,205.08,46.84,54.6,16.99,51.84,76.63,46.85,34.12,3,hospital_medicine,>=5_years,low,0,0
V124,control,93.9,1,4,193.9,54.35,69.93,19.68,66.86,59.04,68.6,41.99,2,emergency,<5_years,high,2,0
V125,control,83.01,1,4,185.42,53.34,58.33,24.42,72.66,60.11,64.22,40.28,2,hospital_medicine,<5_years,high,0,0
V126,control,116.29,1,5,187.85,57.56,75.82,21.67,74.95,51.17,77.6,44.12,2,emergency,>=5_years,high,1,0
V127,control,21.18,1,1,164.85,39.84,41.95,8.67,44.15,72.85,43.93,27.47,1,emergency,<5_years,low,0,0
V128,control,68.27,1,3,203.04,50.62,63.61,15.16,58.57,55.26,69.62,41.5,2,critical_care,<5_years,low,0,0
V129,control,95.51,1,4,200.7,55.76,78.28,15.2,66.01,55.33,75.27,44.46,3,emergency,<5_years,high,0,0
V130,control,93.76,1,4,198.28,58.04,72.56,22.41,67.64,56.95,81.15,47.54,3,hospital_medicine,<5_years,high,0,0
V131,control,45.63,1,2,179.28,46.06,52.28,11.35,55.41,70.04,51.34,35.92,1,critical_care,>=5_years,low,1,0
V132,control,26.82,1,1,224.93,39.66,48.73,15.02,37.26,72.97,38.44,25.52,2,hospital_medicine,<5_years,low,0,0
V133,control,96.05,1,4,188.22,51.98,62.18,21.9,65.53,51.4,66.17,44.73,3,internal_medicine,<5_years,high,0,0
V134,control,53.13,1,2,205.1,46.69,54.98,11.53,56.49,65.67,55.68,35.78,2,emergency,<5_years,low,0,0
V135,control,67.7,1,3,201.58,47.15,61.14,13.83,59.22,62.7,54.28,31.75,1,critical_care,>=5_years,low,1,0
V136,control,20.81,1,1,222.95,41.25,42.12,18.0,42.84,73.65,45.27,25.59,3,emergency,>=5_years,low,0,0
V137,control,19.17,1,1,201.96,38.65,40.78,13.01,41.53,71.33,40.56,24.71,2,critical_care,<5_years,low,0,0
V138,control,182.44,0,3,179.11,66.61,94.33,27.18,88.85,39.69,92.63,56.95,2,critical_care,<5_years,high,2,0
V139,control,201.2,0,4,191.92,71.11,100.0,27.77,100.0,36.45,100.0,62.42,4,critical_care,<5_years,high,2,0
V140,control,214.38,0,5,186.38,69.39,100.0,26.7,100.0,23.14,100.0,66.48,4,internal_medicine,<5_years,high,1,0
V141,control,25.87,1,1,174.31,37.55,50.47,1.41,41.85,67.64,40.06,23.84,1,internal_medicine,>=5_years,low,0,0
V142,control,119.99,1,5,194.04,59.96,80.93,20.67,79.38,47.23,84.5,47.07,1,critical_care,<5_years,high,0,0
V143,control,70.26,1,3,190.51,51.24,65.1,17.56,65.82,61.93,58.8,38.24,3,internal_medicine,>=5_years,low,1,0
V144,control,88.96,1,4,180.99,53.54,65.19,16.18,68.85,63.19,69.11,38.74,2,internal_medicine,<5_years,high,2,0
V145,control,165.88,0,3,185.67,67.48,100.0,26.01,88.24,35.57,99.84,55.19,1,emergency,<5_years,low,1,0
V146,control,21.34,1,1,166.34,38.65,46.31,4.36,38.0,73.77,42.65,26.79,2,critical_care,<5_years,low,0,0
V147,control,86.6,1,4,198.09,54.0,72.58,21.69,65.04,57.71,65.77,41.23,1,hospital_medicine,<5_years,high,3,0
V148,control,69.91,1,3,183.79,51.63,65.15,14.95,64.0,61.63,61.75,42.31,4,critical_care,>=5_years,low,0,0
V149,control,25.71,1,1,180.37,39.84,42.38,13.86,37.63,74.94,41.24,28.98,2,hospital_medicine,<5_years,low,0,0
V150,control,84.61,1,4,192.48,52.38,71.21,22.11,61.33,52.22,64.77,42.66,2,emergency,<5_years,high,0,0
V151,control,24.47,1,1,184.57,37.84,46.82,8.26,38.85,70.07,37.65,25.37,3,critical_care,<5_years,low,0,0
V152,control,25.27,1,1,207.45,40.92,53.65,11.87,42.55,74.12,36.21,27.09,4,internal_medicine,>=5_years,low,0,0
V153,control,107.53,1,5,192.97,56.68,74.65,20.16,73.3,49.8,77.06,45.1,3,hospital_medicine,<5_years,high,2,0
V154,control,76.4,1,3,197.53,48.53,63.92,12.67,58.68,58.05,60.75,37.11,2,internal_medicine,>=5_years,high,2,0
V155,control,24.43,1,1,242.58,38.71,42.56,15.01,46.39,70.83,38.83,18.62,3,internal_medicine,>=5_years,low,0,0
V156,control,18.43,1,1,217.07,38.92,51.73,13.9,36.9,69.31,35.2,26.48,3,internal_medicine,>=5_years,low,0,0
V157,control,98.69,1,4,196.9,54.0,71.97,20.45,71.06,47.95,69.76,42.82,2,critical_care,<5_years,high,1,0
V158,control,111.15,1,5,194.84,61.74,87.78,30.58,73.09,55.73,77.01,46.25,2,internal_medicine,<5_years,high,3,0
V159,control,48.26,1,2,211.65,44.17,55.42,12.56,55.91,69.01,44.89,27.23,1,internal_medicine,>=5_years,low,0,0
V160,control,44.1,1,2,166.5,45.13,53.52,17.89,49.55,71.29,52.25,26.24,4,emergency,>=5_years,low,0,0
V161,control,21.74,1,1,205.65,37.52,39.6,8.85,40.01,73.77,44.05,18.87,1,hospital_medicine,<5_years,low,0,0
V162,control,124.35,1,5,201.12,59.18,88.1,17.32,72.85,45.85,85.0,45.94,2,hospital_medicine,>=5_years,high,3,0
V163,control,179.76,0,3,185.91,68.56,100.0,27.16,89.39,38.7,97.22,58.9,2,critical_care,<5_years,low,0,0
V164,control,110.74,1,5,189.2,58.45,79.91,21.56,81.97,46.84,76.23,44.18,2,emergency,>=5_years,high,2,0
V165,control,51.42,1,2,200.77,42.98,55.58,12.04,48.25,65.09,49.14,27.8,1,hospital_medicine,<5_years,low,1,0
V166,control,117.74,1,5,187.65,61.49,83.57,28.68,84.89,45.56,79.19,47.06,4,critical_care,>=5_years,high,4,0
V167,control,46.03,1,2,208.42,42.92,44.27,16.15,52.69,67.44,49.32,27.63,4,hospital_medicine,<5_years,low,0,0
V168,control,78.86,1,3,207.88,50.49,69.52,16.93,62.97,49.39,62.55,41.58,3,emergency,>=5_years,low,0,0
V169,control,100.52,1,4,221.46,55.7,80.61,22.23,65.53,54.28,66.88,44.68,1,hospital_medicine,>=5_years,high,1,0
V170,control,89.41,1,4,188.48,52.96,63.17,16.96,73.46,52.06,64.61,47.51,4,internal_medicine,>=5_years,high,0,0
V171,control,70.93,1,3,199.64,48.16,62.07,16.88,58.45,60.09,57.44,34.05,1,internal_medicine,<5_years,low,0,0
V172,control,48.94,1,2,200.88,41.8,49.4,14.3,44.05,62.95,50.87,29.26,3,emergency,<5_years,low,1,0
V173,control,116.01,1,5,206.83,56.51,83.52,20.22,70.25,44.25,77.43,43.36,3,emergency,>=5_years,high,1,0
V174,control,23.75,1,1,191.67,37.73,49.06,2.91,40.06,70.24,40.45,23.66,3,internal_medicine,<5_years,low,0,0
V175,control,45.42,1,2,193.19,42.32,49.64,14.26,47.79,62.1,53.95,26.21,4,emergency,>=5_years,low,0,0
V176,control,95.02,1,4,190.81,54.14,68.52,26.93,64.57,56.56,66.82,41.41,2,hospital_medicine,>=5_years,high,3,0
V177,control,27.12,1,1,199.98,39.3,43.07,7.05,41.57,75.8,44.48,23.85,1,emergency,>=5_years,low,0,0
V178,control,62.17,1,3,182.34,47.71,56.94,14.26,59.12,68.88,54.36,32.69,1,internal_medicine,<5_years,low,1,0
V179,control,51.19,1,2,174.52,45.73,58.47,15.32,49.08,63.62,56.1,31.78,1,critical_care,>=5_years,low,0,0
V180,control,230.84,0,5,189.96,72.34,100.0,31.66,100.0,27.28,100.0,75.12,2,critical_care,<5_years,high,2,0
V181,control,121.69,1,5,200.72,59.77,79.9,26.82,75.89,42.15,84.76,49.12,3,emergency,<5_years,high,3,0
V182,control,117.8,1,5,194.51,59.56,82.45,21.2,76.24,40.65,80.26,56.53,3,hospital_medicine,<5_years,high,0,0
V183,control,50.17,1,2,185.32,43.23,46.86,17.32,47.97,64.18,53.96,29.08,1,emergency,>=5_years,low,1,0
V184,control,72.62,1,3,164.51,49.55,60.68,11.6,60.08,64.24,62.55,38.18,4,emergency,<5_years,low,0,0
V185,control,93.99,1,4,181.4,54.1,75.3,23.07,59.01,57.29,72.36,37.58,1,emergency,<5_years,high,1,0
V186,control,189.83,0,4,181.75,70.97,100.0,35.56,99.87,30.91,100.0,59.47,3,emergency,>=5_years,high,0,0
V187,control,119.33,1,5,189.46,60.49,89.96,18.92,76.64,50.52,79.59,47.31,1,internal_medicine,>=5_years,high,0,0
V188,control,114.0,1,5,177.73,60.33,77.77,29.33,71.07,50.83,83.58,49.43,3,critical_care,<5_years,high,1,0
V189,control,101.18,1,4,180.07,56.89,82.75,13.22,70.83,55.06,79.64,39.86,3,hospital_medicine,<5_years,high,1,0
V190,control,112.73,1,5,181.6,58.6,76.23,18.03,74.85,52.55,79.63,50.33,2,internal_medicine,>=5_years,high,0,0
V191,control,44.04,1,2,194.02,45.89,56.74,17.68,54.73,67.8,48.99,29.38,1,internal_medicine,>=5_years,low,1,0
V192,control,119.26,1,5,193.0,58.12,81.16,21.36,70.72,43.47,78.0,54.0,1,internal_medicine,<5_years,high,0,0
V193,control,65.36,1,3,194.19,47.17,58.69,12.1,58.51,65.23,58.46,30.02,1,critical_care,<5_years,low,0,0
V194,control,177.65,0,3,197.59,69.13,99.96,29.61,94.02,38.97,91.84,60.37,4,internal_medicine,<5_years,low,0,0
V195,control,49.53,1,2,183.74,46.25,58.42,16.71,51.6,61.09,59.54,30.17,3,hospital_medicine,>=5_years,low,0,0
V196,control,85.77,1,4,194.41,51.76,67.6,13.38,70.59,54.42,67.61,36.97,2,internal_medicine,>=5_years,high,1,0
V197,control,25.57,1,1,171.41,39.81,42.58,14.01,45.44,69.14,46.25,21.46,4,hospital_medicine,<5_years,low,0,0
V198,control,66.89,1,3,172.8,48.01,57.72,10.48,58.84,59.14,66.47,35.4,3,critical_care,>=5_years,high,2,0
V199,control,103.9,1,4,187.5,55.33,72.5,16.98,64.45,55.68,76.75,45.63,3,critical_care,>=5_years,high,2,0
V200,control,24.1,1,1,167.77,40.53,44.24,10.94,42.85,75.4,46.37,23.36,3,internal_medicine,<5_years,low,0,0
V201,control,70.77,1,3,194.85,49.03,62.39,21.04,60.75,59.98,56.88,33.12,4,emergency,>=5_years,low,0,0
V202,control,116.71,1,5,196.22,59.93,85.18,23.74,78.17,46.47,80.41,45.61,4,critical_care,<5_years,high,0,0
V203,control,71.33,1,3,200.48,52.98,68.04,21.94,59.81,63.95,66.04,38.11,1,emergency,<5_years,low,1,0
V204,control,50.66,1,2,203.05,44.22,54.68,17.49,50.5,61.88,50.46,30.3,4,critical_care,>=5_years,low,1,0
V205,control,49.55,1,2,210.15,46.78,59.42,12.78,46.46,68.12,56.26,37.66,4,hospital_medicine,>=5_years,low,1,0
V206,control,24.36,1,1,183.36,39.02,39.0,7.19,50.24,70.77,45.56,21.34,1,critical_care,<5_years,low,0,0
V207,control,73.32,1,3,193.75,48.25,61.08,14.37,64.5,54.55,57.81,37.17,1,emergency,>=5_years,low,0,0
V208,control,107.35,1,5,182.06,56.67,69.1,27.66,70.91,52.91,78.59,40.82,4,emergency,<5_years,high,2,0
V209,control,67.38,1,3,191.95,51.73,70.43,14.89,57.33,68.18,64.66,34.91,4,emergency,>=5_years,low,0,0
V210,control,27.51,1,1,197.08,37.81,39.69,9.98,36.91,74.09,42.04,24.18,3,hospital_medicine,>=5_years,low,0,0
V211,control,24.92,1,1,212.13,38.95,45.51,7.42,41.98,76.75,44.12,17.9,1,emergency,<5_years,low,0,0
V212,control,47.8,1,2,187.09,45.5,56.63,12.4,46.02,67.38,55.64,34.92,4,critical_care,>=5_years,low,0,0
V213,control,117.72,1,5,190.71,61.7,77.61,22.55,81.24,49.5,79.77,59.55,4,critical_care,<5_years,high,0,0
V214,control,67.69,1,3,183.61,48.32,59.73,11.12,66.91,66.58,55.4,30.17,3,hospital_medicine,<5_years,low,1,0
