vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V042,control,97.98,1,4,196.25,55.12,71.9,18.9,67.36,54.15,75.75,42.66,3,hospital_medicine,<5_years,high,3,0
V043,control,89.94,1,4,174.66,52.02,72.83,11.66,65.43,52.51,68.13,41.58,2,hospital_medicine,>=5_years,high,0,0
V044,control,122.05,1,5,191.9,61.82,84.73,23.87,75.71,53.52,80.12,52.97,3,critical_care,<5_years,high,0,0
V045,control,94.71,1,4,198.16,54.19,65.85,23.41,67.9,54.47,72.56,40.96,2,critical_care,<5_years,high,3,0
V046,control,127.32,1,5,191.37,59.26,86.05,14.2,85.93,48.11,79.28,41.97,3,internal_medicine,>=5_years,high,4,0
V047,control,99.75,1,5,190.29,55.25,79.06,12.75,69.78,49.43,74.85,45.63,2,critical_care,>=5_years,high,0,0
V048,control,61.04,1,3,182.3,49.09,58.15,14.7,58.99,65.53,61.59,35.6,3,hospital_medicine,>=5_years,low,0,0
V049,control,63.73,1,3,189.74,48.43,61.87,17.32,57.98,63.62,64.35,25.42,3,hospital_medicine,<5_years,low,0,0
V050,control,92.69,1,4,195.1,54.8,73.29,22.29,67.98,48.75,78.46,38.03,2,critical_care,<5_years,high,0,0
V051,control,91.04,1,4,208.12,52.83,63.99,21.03,65.46,51.79,66.84,47.89,1,emergency,<5_years,high,3,0
V052,control,125.3,1,5,174.65,61.21,81.08,20.12,79.62,45.56,84.13,56.77,1,internal_medicine,>=5_years,high,4,0
V053,control,95.63,1,4,195.82,56.48,76.57,20.54,73.64,50.59,70.69,46.85,3,internal_medicine,<5_years,high,3,0
V054,control,117.59,1,5,186.06,60.98,85.92,25.31,77.44,47.12,77.64,52.47,1,internal_medicine,<5_years,high,4,0
V055,control,93.3,1,4,168.23,56.33,73.71,23.9,77.9,47.8,69.82,44.84,3,critical_care,>=5_years,high,0,0
V056,control,116.18,1,5,183.04,59.14,83.08,27.24,76.98,44.67,76.52,46.31,3,internal_medicine,<5_years,high,4,0
V057,control,123.65,1,5,193.17,63.23,89.42,27.41,75.9,49.82,84.36,52.5,1,emergency,<5_years,high,0,0
V058,control,66.94,1,3,168.45,48.7,61.18,13.85,59.01,60.98,64.85,32.32,2,critical_care,<5_years,low,2,0
V059,control,96.7,1,4,194.24,52.29,74.25,10.25,70.1,54.08,67.07,38.0,3,emergency,<5_years,high,0,0
V060,control,101.1,1,4,190.8,55.01,71.64,20.27,70.58,48.03,78.21,41.35,3,emergency,<5_years,high,0,0
V061,control,68.64,1,3,217.71,48.48,59.56,12.35,56.49,64.37,63.75,34.35,2,internal_medicine,>=5_years,low,2,0
V062,control,116.84,1,5,184.97,58.11,83.66,26.02,77.56,45.68,73.42,42.33,3,internal_medicine,<5_years,high,4,0
V063,control,108.35,1,5,191.11,58.84,77.55,22.81,79.52,52.4,79.71,41.08,2,critical_care,<5_years,high,0,0
V064,control,61.86,1,3,186.24,45.27,59.0,13.58,53.76,62.85,50.76,31.66,3,critical_care,>=5_years,low,0,0
V065,control,69.76,1,3,203.18,47.84,63.7,16.13,64.0,53.94,56.28,32.97,2,critical_care,<5_years,low,0,0
V066,control,69.27,1,3,180.36,52.28,64.37,26.89,58.73,61.11,65.9,36.7,2,emergency,<5_years,low,0,0
V067,control,97.87,1,4,181.5,56.35,78.43,24.28,67.9,54.95,69.99,42.54,1,critical_care,<5_years,high,3,0
V068,control,112.86,1,5,183.42,57.62,76.41,26.78,76.84,48.74,81.25,35.71,2,hospital_medicine,>=5_years,high,4,0
V069,control,69.77,1,3,203.87,49.86,61.65,8.88,59.24,65.84,59.19,44.36,1,emergency,>=5_years,low,2,0
V070,control,92.06,1,4,190.46,55.86,73.78,16.97,70.36,58.8,71.13,44.08,3,emergency,<5_years,high,3,0
V071,control,89.2,1,4,197.66,52.39,73.83,20.39,64.97,48.23,71.33,35.6,1,hospital_medicine,<5_years,high,0,0
V072,control,67.72,1,3,193.99,49.6,60.6,15.3,62.11,68.18,57.98,33.45,2,internal_medicine,<5_years,low,2,0
V073,control,101.81,1,4,182.99,57.99,77.4,25.12,77.29,49.61,75.07,43.46,2,critical_care,<5_years,high,0,0
V074,control,120.5,1,5,176.25,61.82,91.51,24.02,75.96,45.52,82.15,51.77,1,internal_medicine,<5_years,high,4,0
V075,control,64.18,1,3,171.9,49.74,61.57,18.25,53.48,63.78,63.8,37.54,1,internal_medicine,>=5_years,low,0,0
V076,control,120.29,1,5,190.95,57.93,78.88,19.29,81.63,45.05,84.41,38.3,2,internal_medicine,<5_years,high,0,0
V077,control,115.03,1,5,197.95,59.91,79.25,26.88,81.66,47.43,80.79,43.45,2,critical_care,<5_years,high,4,0
V078,control,71.33,1,3,186.22,47.18,59.96,16.09,61.64,51.86,55.19,38.31,2,internal_medicine,<5_years,low,2,0
V079,control,83.51,1,4,175.35,50.52,72.09,20.58,63.89,48.59,65.61,32.35,3,emergency,<5_years,high,0,0
V080,control,71.27,1,3,206.69,46.22,60.1,12.78,54.16,52.96,64.59,32.75,3,critical_care,<5_years,low,0,0
V081,control,95.93,1,4,201.33,51.8,68.69,16.75,69.06,54.26,69.21,32.82,1,hospital_medicine,<5_years,high,0,0
V082,control,124.37,1,5,176.29,61.52,81.63,23.42,83.77,47.49,83.23,49.58,1,critical_care,<5_years,high,0,0
V083,control,113.78,1,5,200.21,55.62,71.19,12.74,77.69,49.51,75.23,47.35,1,hospital_medicine,>=5_years,high,4,0
V084,control,109.46,1,5,205.43,58.12,80.41,20.93,75.69,52.17,72.46,47.04,3,critical_care,<5_years,high,4,0
V085,control,75.14,1,3,199.32,49.85,56.68,19.3,59.25,61.6,63.92,38.35,1,critical_care,>=5_years,low,2,0
V086,control,89.02,1,4,196.93,54.59,74.21,26.73,65.88,55.75,65.17,39.81,1,hospital_medicine,<5_years,high,3,0
V087,control,116.56,1,5,189.31,61.1,79.71,18.63,81.07,55.09,80.04,52.07,1,hospital_medicine,<5_years,high,0,0
V088,control,116.55,1,5,197.39,57.98,78.11,21.22,78.04,46.44,80.47,43.58,1,internal_medicine,>=5_years,high,4,0
V089,control,118.12,1,5,190.4,64.11,82.45,26.87,82.96,52.12,84.46,55.83,2,emergency,<5_years,high,0,0
V090,control,120.23,1,5,195.81,60.88,88.95,19.36,78.7,43.93,78.32,56.04,1,internal_medicine,>=5_years,high,4,0
V091,control,125.4,1,5,193.76,57.3,76.73,18.98,74.01,47.86,79.55,46.7,1,emergency,>=5_years,high,0,0
V092,control,97.87,1,4,189.63,57.17,75.37,15.26,76.75,56.06,74.03,45.54,1,emergency,<5_years,high,0,0
V093,control,90.55,1,4,199.34,55.44,71.79,18.63,65.37,59.79,69.53,47.52,1,critical_care,<5_years,high,3,0
V094,control,61.56,1,3,170.08,47.46,59.33,15.02,54.44,65.83,57.23,32.95,2,hospital_medicine,>=5_years,low,2,0
V095,control,71.1,1,3,196.71,51.45,61.5,6.56,65.46,69.52,67.53,38.11,2,hospital_medicine,<5_years,low,0,0
V096,control,71.42,1,3,185.12,49.17,64.09,15.5,59.11,65.13,56.64,34.54,2,internal_medicine,<5_years,low,0,0
V097,control,77.11,1,3,191.26,52.06,69.44,12.61,61.67,59.68,63.64,45.33,3,hospital_medicine,>=5_years,low,0,0
V098,control,107.3,1,5,177.62,58.0,78.46,15.79,75.74,50.31,76.14,51.54,3,critical_care,<5_years,high,0,0
V099,control,112.53,1,5,193.0,58.45,84.3,22.54,75.16,52.87,76.23,39.56,1,emergency,>=5_years,high,4,0
V100,control,64.36,1,3,173.1,46.52,61.07,15.46,58.01,55.82,56.19,32.58,2,emergency,>=5_years,low,2,0
V001,bm25,92.43,1,4,213.0,60.15,74.73,23.57,79.37,61.71,74.66,46.88,3,critical_care,>=5_years,high,0,0
V002,bm25,67.64,1,3,184.33,48.39,62.49,17.26,57.08,60.67,55.64,37.2,2,critical_care,>=5_years,low,0,0
V003,bm25,120.24,1,5,182.92,60.41,84.63,25.34,79.0,46.92,79.75,46.85,3,emergency,<5_years,high,4,0
V004,bm25,118.79,1,5,184.78,57.52,78.74,24.09,74.42,47.82,75.59,44.47,2,emergency,<5_years,high,4,0
V005,bm25,69.38,1,3,172.68,47.96,61.28,16.75,57.72,62.29,58.8,30.91,2,internal_medicine,<5_years,low,2,0
V006,bm25,124.03,1,5,186.98,59.2,83.82,20.75,77.4,43.92,81.24,48.08,3,emergency,>=5_years,high,4,0
V007,bm25,91.96,1,4,179.9,54.8,76.07,21.61,63.06,56.68,72.49,38.9,1,hospital_medicine,>=5_years,high,0,0
V008,bm25,68.67,1,3,198.14,49.33,57.81,15.38,62.42,57.67,60.11,42.62,2,hospital_medicine,<5_years,low,2,0
V009,bm25,84.42,1,4,183.02,54.8,67.71,28.96,60.61,60.2,65.63,45.68,2,internal_medicine,<5_years,high,0,0
V010,bm25,73.85,1,3,194.67,51.6,60.96,16.43,60.27,64.24,70.11,37.58,3,critical_care,>=5_years,low,2,0
V011,bm25,100.92,1,5,194.33,57.6,73.12,15.67,76.93,49.31,79.92,50.63,2,internal_medicine,<5_years,high,0,0
V012,bm25,96.16,1,4,198.78,53.94,71.06,16.23,66.11,55.85,71.66,42.72,3,emergency,<5_years,high,0,0
V013,bm25,72.25,1,3,179.67,47.17,65.94,14.31,60.0,52.91,57.81,32.03,1,hospital_medicine,<5_years,low,2,0
V014,bm25,109.5,1,5,188.96,56.33,76.9,17.49,73.65,46.0,81.76,42.18,1,emergency,<5_years,high,4,0
V015,bm25,69.23,1,3,189.38,51.99,63.67,17.89,63.42,65.87,62.23,38.87,1,hospital_medicine,<5_years,low,0,0
V016,bm25,121.14,1,5,196.24,62.42,86.67,21.2,80.55,54.29,82.66,49.16,2,internal_medicine,<5_years,high,0,0
V017,bm25,116.94,1,5,189.31,61.56,77.07,27.86,79.64,52.02,83.35,49.44,1,hospital_medicine,<5_years,high,0,0
V018,bm25,112.79,1,5,201.64,56.46,82.11,17.76,71.45,42.63,75.37,49.44,3,internal_medicine,<5_years,high,0,0
V019,bm25,116.96,1,5,176.7,59.3,76.14,24.12,79.19,45.69,82.07,48.57,1,emergency,<5_years,high,4,0
V020,bm25,93.61,1,4,188.46,53.27,69.19,23.2,64.52,51.46,72.41,38.83,1,emergency,>=5_years,high,3,0
V021,bm25,114.28,1,5,190.0,56.12,82.09,16.64,73.49,42.53,74.48,47.48,2,emergency,<5_years,high,4,0
V022,bm25,102.11,1,4,190.77,54.17,76.61,13.45,70.29,50.59,69.49,44.58,3,internal_medicine,<5_years,high,3,0
V023,bm25,76.71,1,3,174.06,50.35,63.23,16.69,58.77,56.42,67.54,39.45,1,critical_care,>=5_years,low,0,0
V024,bm25,83.83,1,4,182.76,50.69,69.42,15.4,64.52,53.97,60.97,39.87,2,internal_medicine,<5_years,high,3,0
V025,bm25,121.11,1,5,190.01,61.44,87.96,17.16,78.73,48.39,85.5,50.9,1,critical_care,>=5_years,high,0,0
V026,bm25,67.61,1,3,190.29,49.06,64.51,19.33,58.89,61.35,58.28,31.97,3,critical_care,<5_years,low,2,0
V027,bm25,115.9,1,5,187.78,59.27,81.63,15.47,78.96,53.66,75.78,50.15,1,emergency,>=5_years,high,0,0
V028,bm25,70.06,1,3,201.7,50.97,63.69,13.89,62.79,58.56,70.37,36.52,1,internal_medicine,>=5_years,low,0,0
V029,bm25,68.3,1,3,183.12,49.62,64.27,23.42,54.5,59.19,64.28,32.03,2,internal_medicine,>=5_years,low,2,0
V030,bm25,70.77,1,3,182.19,49.87,63.31,22.67,48.05,59.7,65.25,40.25,1,critical_care,>=5_years,low,2,0
V031,bm25,113.06,1,5,185.53,58.76,84.87,13.88,76.78,51.0,79.56,46.49,3,emergency,<5_years,high,0,0
V032,bm25,65.28,1,3,170.68,47.55,56.99,13.15,53.88,64.42,65.36,31.5,3,internal_medicine,<5_years,low,0,0
V033,bm25,116.69,1,5,190.81,60.0,82.14,28.13,78.23,44.18,81.97,45.34,2,critical_care,<5_years,high,0,0
V034,bm25,69.07,1,3,186.22,47.76,61.08,6.28,56.14,59.74,63.78,39.52,3,critical_care,<5_years,low,0,0
V035,bm25,92.33,1,4,179.0,54.38,73.15,24.18,71.36,51.75,65.45,40.4,2,hospital_medicine,<5_years,high,3,0
V036,bm25,100.38,1,4,191.51,54.24,70.95,23.34,73.41,50.9,67.47,39.4,3,emergency,<5_years,high,3,0
V037,bm25,63.24,1,3,193.27,49.24,61.81,21.05,59.81,63.83,48.43,40.49,1,hospital_medicine,>=5_years,low,2,0
V038,bm25,71.88,1,3,190.25,48.15,59.69,17.04,55.09,60.51,58.8,37.74,3,emergency,<5_years,low,2,0
V039,bm25,93.88,1,4,189.44,53.35,69.57,13.85,69.88,54.46,66.61,45.74,1,critical_care,>=5_years,high,0,0
V040,bm25,111.5,1,5,193.97,59.03,80.59,25.12,70.12,56.81,73.3,48.25,1,emergency,<5_years,high,4,0
V041,bm25,113.7,1,5,183.91,57.36,85.66,16.01,73.74,48.55,76.26,43.93,1,internal_medicine,<5_years,high,0,0
V042,bm25,99.03,1,4,209.75,54.91,70.81,21.24,69.63,49.99,69.59,48.22,1,hospital_medicine,<5_years,high,3,0
V043,bm25,81.33,1,4,194.1,51.45,68.84,13.47,63.24,55.62,64.71,42.79,3,hospital_medicine,>=5_years,high,0,0
V044,bm25,122.26,1,5,175.45,61.43,85.79,21.23,85.83,44.8,83.06,47.89,2,critical_care,<5_years,high,0,0
V045,bm25,92.27,1,4,181.91,51.17,66.3,21.73,59.45,55.92,66.53,37.08,1,critical_care,<5_years,high,3,0
V046,bm25,117.21,1,5,185.83,58.26,85.35,22.22,75.28,44.77,79.82,42.14,2,internal_medicine,>=5_years,high,4,0
V047,bm25,109.81,1,5,181.18,57.38,72.02,24.36,75.33,47.13,77.49,47.92,3,critical_care,>=5_years,high,0,0
V048,bm25,66.38,1,3,186.84,49.26,66.65,15.06,64.66,60.79,59.02,29.39,2,hospital_medicine,>=5_years,low,0,0
V049,bm25,66.12,1,3,182.56,49.48,67.13,9.88,61.57,63.89,56.8,37.6,1,hospital_medicine,<5_years,low,0,0
V050,bm25,92.26,1,4,184.05,53.48,71.48,25.94,68.93,51.84,63.74,38.96,1,critical_care,<5_years,high,0,0
V051,bm25,95.67,1,4,182.47,53.56,69.65,14.37,64.94,53.45,75.59,43.38,3,emergency,<5_years,high,3,0
V052,bm25,130.83,1,5,183.55,63.68,85.82,25.79,83.93,45.64,86.46,54.46,2,internal_medicine,>=5_years,high,4,0
V053,bm25,85.02,1,4,186.71,50.42,72.15,16.48,65.68,52.49,63.16,32.58,1,internal_medicine,<5_years,high,3,0
V054,bm25,112.37,1,5,189.29,61.47,85.64,29.18,72.25,50.81,81.49,49.43,3,internal_medicine,<5_years,high,4,0
V055,bm25,97.14,1,4,182.52,55.52,76.12,16.63,66.78,57.43,68.03,48.13,2,critical_care,>=5_years,high,0,0
V056,bm25,111.32,1,5,185.52,59.11,87.42,13.63,75.37,50.01,77.75,50.44,2,internal_medicine,<5_years,high,4,0
V057,bm25,105.76,1,5,186.93,58.93,83.79,23.09,77.87,48.22,78.23,42.4,2,emergency,<5_years,high,0,0
V058,bm25,72.82,1,3,173.52,50.24,63.19,14.3,63.46,60.21,56.85,43.43,3,critical_care,<5_years,low,2,0
V059,bm25,91.76,1,4,182.6,56.39,68.79,22.51,71.65,60.28,68.37,46.75,2,emergency,<5_years,high,0,0
V060,bm25,93.67,1,4,184.72,55.71,67.16,22.33,70.34,62.45,71.49,40.47,2,emergency,<5_years,high,0,0
V061,bm25,69.46,1,3,179.53,47.69,68.99,16.42,59.92,52.68,56.36,31.75,3,internal_medicine,>=5_years,low,2,0
V062,bm25,121.0,1,5,187.83,61.85,84.71,25.49,84.76,42.17,80.89,53.1,1,internal_medicine,<5_years,high,4,0
V063,bm25,109.07,1,5,192.84,56.88,76.42,21.53,75.75,49.06,74.09,44.45,1,critical_care,<5_years,high,0,0
V064,bm25,64.89,1,3,179.46,47.38,60.0,17.56,54.24,58.74,58.54,35.19,2,critical_care,>=5_years,low,0,0
V065,bm25,71.16,1,3,189.75,50.81,64.48,19.96,68.36,62.32,53.85,35.89,1,critical_care,<5_years,low,0,0
V066,bm25,70.47,1,3,188.77,49.17,66.69,14.24,56.87,54.09,61.89,41.24,1,emergency,<5_years,low,0,0
V067,bm25,90.49,1,4,200.66,56.42,74.72,16.44,68.23,59.92,70.67,48.56,3,critical_care,<5_years,high,3,0
V068,bm25,112.32,1,5,187.19,58.54,78.9,19.61,77.3,52.09,74.86,48.49,3,hospital_medicine,>=5_years,high,4,0
V069,bm25,71.43,1,3,187.26,47.78,59.66,19.05,55.23,60.92,57.82,33.99,2,emergency,>=5_years,low,2,0
V070,bm25,92.48,1,4,186.07,54.19,74.51,17.16,67.21,49.45,72.72,44.08,2,emergency,<5_years,high,3,0
V071,bm25,89.94,1,4,201.32,54.55,72.39,17.48,71.21,57.0,71.16,38.04,3,hospital_medicine,<5_years,high,0,0
V072,bm25,63.14,1,3,194.18,48.57,58.34,17.3,57.37,61.19,58.28,38.96,3,internal_medicine,<5_years,low,2,0
V073,bm25,86.41,1,4,188.94,54.47,63.99,22.54,63.51,55.61,71.99,49.16,1,critical_care,<5_years,high,0,0
V074,bm25,109.92,1,5,181.02,60.03,84.29,21.06,76.52,50.4,78.41,49.52,3,internal_medicine,<5_years,high,4,0
V075,bm25,71.53,1,3,190.27,50.66,65.46,19.97,59.95,60.98,60.27,37.3,2,internal_medicine,>=5_years,low,0,0
V076,bm25,116.77,1,5,205.71,58.32,83.46,24.36,83.6,42.62,72.45,43.4,3,internal_medicine,<5_years,high,0,0
V077,bm25,106.65,1,5,184.94,58.0,77.11,22.87,73.91,46.55,82.49,45.11,3,critical_care,<5_years,high,4,0
V078,bm25,67.02,1,3,198.9,47.63,65.33,12.04,55.37,64.4,57.66,30.98,1,internal_medicine,<5_years,low,2,0
V079,bm25,95.07,1,4,174.26,57.01,83.41,19.18,70.07,57.33,74.05,38.0,1,emergency,<5_years,high,0,0
V080,bm25,68.47,1,3,203.73,51.12,66.44,14.4,61.89,60.83,63.43,39.74,2,critical_care,<5_years,low,0,0
V081,bm25,87.14,1,4,182.24,51.88,64.46,18.21,69.23,51.75,69.29,38.36,3,hospital_medicine,<5_years,high,0,0
V082,bm25,123.52,1,5,206.87,60.31,88.18,23.45,70.23,49.99,84.37,45.63,3,critical_care,<5_years,high,0,0
V083,bm25,118.39,1,5,192.67,59.68,85.47,24.64,77.58,44.37,77.05,49.0,3,hospital_medicine,>=5_years,high,4,0
V084,bm25,115.29,1,5,189.26,59.1,81.87,19.2,82.42,48.33,79.41,43.35,2,critical_care,<5_years,high,4,0
V085,bm25,61.93,1,3,172.6,49.32,62.25,21.95,54.41,64.58,59.95,32.8,2,critical_care,>=5_years,low,2,0
V086,bm25,98.55,1,4,197.95,54.96,71.37,17.27,67.05,50.88,73.15,50.06,3,hospital_medicine,<5_years,high,3,0
V087,bm25,119.84,1,5,176.46,58.6,81.66,22.79,77.86,46.34,72.8,50.12,2,hospital_medicine,<5_years,high,0,0
V088,bm25,117.78,1,5,195.83,62.61,86.64,22.89,89.66,43.48,84.28,48.7,3,internal_medicine,>=5_years,high,4,0
V089,bm25,107.96,1,5,196.44,56.94,77.38,16.81,72.3,45.11,78.99,51.03,3,emergency,<5_years,high,0,0
V090,bm25,116.37,1,5,189.44,57.92,80.6,15.43,79.05,41.41,79.07,51.99,3,internal_medicine,>=5_years,high,4,0
V091,bm25,114.98,1,5,182.07,57.95,86.47,18.55,73.47,52.35,78.99,37.85,2,emergency,>=5_years,high,0,0
V092,bm25,89.51,1,4,193.91,50.41,66.72,19.22,69.38,44.19,66.45,36.5,3,emergency,<5_years,high,0,0
V093,bm25,89.69,1,4,192.14,55.48,67.8,19.79,70.09,61.77,73.93,39.52,2,critical_care,<5_years,high,3,0
V094,bm25,62.49,1,3,181.63,48.69,61.21,13.26,63.17,61.99,55.59,36.93,3,hospital_medicine,>=5_years,low,2,0
V095,bm25,67.42,1,3,204.15,49.65,54.28,15.34,59.28,64.83,64.63,39.55,1,hospital_medicine,<5_years,low,0,0
V096,bm25,79.71,1,3,173.53,51.31,67.81,16.71,61.34,54.64,64.81,42.57,1,internal_medicine,<5_years,low,0,0
V097,bm25,63.09,1,3,173.34,47.98,56.14,7.77,57.42,64.42,61.23,40.88,1,hospital_medicine,>=5_years,low,0,0
V098,bm25,112.17,1,5,193.68,58.25,75.42,24.17,74.69,49.56,82.9,42.77,2,critical_care,<5_years,high,0,0
V099,bm25,112.64,1,5,191.52,61.01,83.25,24.67,72.62,55.67,84.31,45.51,3,emergency,>=5_years,high,4,0
V100,bm25,72.98,1,3,202.86,48.18,58.94,17.83,60.14,59.24,58.31,34.62,1,emergency,>=5_years,low,2,0
V001,cma,78.96,1,4,143.84,43.31,52.15,13.55,49.13,66.08,46.77,32.16,2,critical_care,>=5_years,high,0,1
V002,cma,58.15,1,3,145.08,40.55,46.16,15.69,45.51,71.58,38.97,25.42,3,critical_care,>=5_years,low,0,1
V003,cma,101.18,1,5,134.73,51.73,68.75,19.04,62.43,61.38,65.65,33.14,2,emergency,<5_years,high,4,1
V004,cma,104.78,1,5,136.57,50.61,67.38,22.43,59.94,58.03,58.19,37.69,3,emergency,<5_years,high,4,1
V005,cma,57.13,1,3,140.04,40.9,42.71,12.42,44.39,68.4,56.67,20.81,1,internal_medicine,<5_years,low,2,1
V006,cma,98.63,1,5,148.67,49.19,61.42,15.79,55.89,58.03,70.78,33.21,1,emergency,>=5_years,high,4,1
V007,cma,78.56,1,4,150.94,45.69,54.9,11.51,50.95,68.09,56.5,32.22,3,hospital_medicine,>=5_years,high,0,1
V008,cma,62.0,1,3,153.62,39.97,49.71,15.8,42.99,65.61,41.18,24.55,1,hospital_medicine,<5_years,low,2,1
V009,cma,81.96,1,4,153.38,50.61,66.86,26.85,48.81,61.67,61.78,37.7,1,internal_medicine,<5_years,high,0,1
V010,cma,55.79,1,3,129.24,40.05,45.72,19.5,37.25,68.41,42.65,26.77,1,critical_care,>=5_years,low,2,1
V011,cma,101.85,1,5,141.79,48.23,63.78,17.76,56.54,60.19,60.89,30.24,3,internal_medicine,<5_years,high,0,1
