vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V089,control,23.18,1,1,195.84,40.32,42.68,9.05,37.26,78.86,44.95,29.15,2,hospital_medicine,>=5_years,low,0,0
V090,control,68.65,1,3,205.07,45.25,58.97,11.05,55.32,54.34,55.97,35.84,2,emergency,>=5_years,low,0,0
V091,control,75.4,1,3,189.51,50.03,71.37,19.58,58.58,62.89,53.89,33.9,1,emergency,>=5_years,low,0,0
V092,control,21.48,1,1,197.31,38.91,44.5,10.01,41.27,74.78,40.64,22.26,3,critical_care,<5_years,low,0,0
V093,control,115.44,1,5,186.37,59.77,80.52,23.96,81.98,51.91,79.72,40.51,4,hospital_medicine,>=5_years,high,0,0
V094,control,84.03,1,4,184.48,54.07,75.6,18.37,63.08,58.09,72.82,36.45,3,internal_medicine,<5_years,high,0,0
V095,control,23.55,1,1,160.9,40.84,41.68,10.98,47.69,71.79,46.56,26.35,3,internal_medicine,>=5_years,low,0,0
V096,control,49.45,1,2,171.58,45.36,51.41,24.14,52.82,65.32,50.96,27.52,1,critical_care,>=5_years,low,0,0
V097,control,20.88,1,1,175.38,34.23,40.57,5.68,34.42,71.77,36.59,16.33,1,internal_medicine,>=5_years,low,0,0
V098,control,95.7,1,4,185.69,55.92,70.9,18.25,73.31,48.19,69.44,55.43,4,internal_medicine,<5_years,high,0,0
V099,control,45.54,1,2,201.7,46.37,58.67,18.07,52.69,66.53,44.4,37.87,4,internal_medicine,<5_years,low,0,0
V100,control,64.36,1,3,173.1,46.52,61.07,15.46,58.01,55.82,56.19,32.58,2,emergency,<5_years,low,0,0
V101,control,90.78,1,4,186.28,53.32,68.73,21.49,64.86,52.16,70.02,42.63,4,internal_medicine,<5_years,high,0,0
V102,control,19.28,1,1,228.56,33.62,39.0,9.22,27.58,68.51,37.48,19.91,1,internal_medicine,<5_years,low,0,0
V103,control,300.0,0,5,185.5,69.56,100.0,38.25,100.0,5.26,100.0,73.83,1,internal_medicine,<5_years,high,0,0
V104,control,25.14,1,1,181.19,40.24,47.3,16.25,40.52,71.43,38.71,27.24,3,internal_medicine,>=5_years,low,0,0
V105,control,42.41,1,2,203.39,40.11,49.85,15.75,46.83,64.17,36.04,28.03,2,emergency,>=5_years,low,0,0
V106,control,203.37,0,4,200.72,69.34,100.0,24.62,100.0,28.95,100.0,62.49,3,internal_medicine,<5_years,high,0,0
V107,control,26.08,1,1,210.27,43.09,47.27,13.99,40.71,75.8,49.05,31.7,4,emergency,>=5_years,low,0,0
V108,control,74.42,1,3,207.18,49.93,66.55,12.92,66.64,52.72,59.37,41.4,3,critical_care,>=5_years,low,0,0
V109,control,69.41,1,3,186.62,50.91,57.49,18.18,60.14,64.34,60.68,44.64,3,emergency,>=5_years,low,0,0
V110,control,66.84,1,3,174.69,47.42,61.07,16.36,55.44,57.96,58.53,35.18,4,internal_medicine,>=5_years,low,0,0
V111,control,50.03,1,2,184.81,43.04,54.01,16.91,52.43,54.79,51.45,28.64,4,internal_medicine,<5_years,low,0,0
V112,control,93.23,1,4,189.66,52.55,76.43,16.33,61.28,50.83,69.04,41.39,2,internal_medicine,>=5_years,high,0,0
V113,control,45.72,1,2,184.13,44.0,55.52,12.85,46.46,69.27,48.05,31.86,4,critical_care,>=5_years,low,0,0
V114,control,90.16,1,4,186.11,53.11,64.16,16.68,72.91,57.06,63.46,44.38,2,hospital_medicine,>=5_years,high,0,0
V115,control,115.67,1,5,179.68,60.28,77.28,23.42,80.95,46.69,83.43,49.9,2,internal_medicine,<5_years,high,2,0
V116,control,47.39,1,2,202.8,44.22,50.62,14.9,51.81,71.35,45.22,31.45,3,hospital_medicine,<5_years,low,0,0
V117,control,120.38,1,5,181.86,59.52,79.81,12.62,80.84,46.46,83.58,53.79,4,hospital_medicine,>=5_years,high,3,0
V118,control,97.32,1,4,188.65,55.69,68.77,20.0,66.89,50.71,72.14,55.65,1,critical_care,>=5_years,high,1,0
V119,control,69.25,1,3,186.67,50.0,63.85,13.86,61.33,62.43,62.02,36.5,3,critical_care,>=5_years,low,0,0
V120,control,74.39,1,3,180.51,50.48,67.76,19.19,62.12,55.55,61.78,36.45,1,critical_care,<5_years,low,0,0
V121,control,72.01,1,3,198.43,54.08,72.26,22.79,65.26,62.09,64.46,37.58,3,critical_care,>=5_years,low,0,0
V122,control,115.81,1,5,178.96,58.77,78.8,14.7,82.66,52.04,74.61,49.79,2,internal_medicine,>=5_years,high,0,0
V123,control,125.16,1,5,196.37,62.09,81.5,23.29,83.5,45.44,83.21,55.62,3,emergency,>=5_years,high,0,0
V124,control,93.9,1,4,193.9,54.35,69.93,19.68,66.86,59.04,68.6,41.99,2,internal_medicine,<5_years,high,0,0
V125,control,62.02,1,3,175.37,49.31,65.47,12.11,46.09,68.22,65.34,38.64,2,hospital_medicine,<5_years,low,0,0
V126,control,72.66,1,3,195.06,47.18,58.5,14.06,60.26,58.29,55.13,36.86,2,internal_medicine,>=5_years,low,1,0
V127,control,21.18,1,1,164.85,39.84,41.95,8.67,44.15,72.85,43.93,27.47,1,emergency,>=5_years,low,0,0
V128,control,68.27,1,3,203.04,50.62,63.61,15.16,58.57,55.26,69.62,41.5,2,emergency,<5_years,low,0,0
V129,control,46.48,1,2,206.8,45.5,57.72,17.73,47.39,67.52,56.13,26.51,3,emergency,<5_years,low,0,0
V130,control,23.18,1,1,192.39,40.53,42.41,6.69,46.55,76.61,43.44,27.47,3,emergency,>=5_years,low,0,0
V131,control,22.34,1,1,179.2,39.7,40.74,11.75,40.2,70.5,46.99,28.02,1,internal_medicine,<5_years,low,0,0
V132,control,119.16,1,5,191.68,60.27,81.19,26.5,77.78,51.07,80.58,44.49,2,emergency,<5_years,high,0,0
V133,control,96.05,1,4,188.22,51.98,62.18,21.9,65.53,51.4,66.17,44.73,3,critical_care,<5_years,high,2,0
V134,control,22.57,1,1,191.66,41.96,48.72,21.53,40.47,69.97,45.79,25.27,2,critical_care,>=5_years,low,0,0
V135,control,113.46,1,5,196.01,57.63,75.63,17.27,75.89,41.46,79.25,56.26,1,emergency,<5_years,high,0,0
V136,control,71.74,1,3,204.45,50.9,67.72,17.8,58.56,61.1,67.1,33.12,3,internal_medicine,<5_years,low,0,0
V137,control,43.43,1,2,193.15,44.73,53.88,11.33,49.31,67.8,52.51,33.58,2,emergency,<5_years,low,0,0
V138,control,26.07,1,1,169.24,38.31,47.52,8.96,35.62,74.73,36.77,26.29,2,emergency,<5_years,low,0,0
V139,control,114.48,1,5,186.33,61.45,84.97,26.5,77.95,47.96,79.17,52.18,4,emergency,<5_years,high,0,0
V140,control,28.2,1,1,183.53,37.14,38.94,4.14,44.66,71.0,40.45,23.65,4,critical_care,>=5_years,low,0,0
V141,control,86.56,1,4,190.85,51.71,71.61,20.34,57.33,57.44,65.19,38.34,1,internal_medicine,<5_years,high,0,0
V142,control,20.21,1,1,187.09,39.3,44.4,9.43,41.96,76.15,40.27,23.59,1,hospital_medicine,>=5_years,low,0,0
V143,control,121.47,0,1,196.86,57.48,78.42,24.44,68.24,53.38,75.56,44.86,3,internal_medicine,>=5_years,low,0,0
V144,control,39.32,1,2,185.42,41.49,51.13,11.94,41.63,74.64,42.91,26.69,2,hospital_medicine,<5_years,low,0,0
V145,control,24.85,1,1,200.21,38.07,39.35,2.36,40.98,68.63,50.73,26.34,1,emergency,<5_years,low,0,0
V146,control,21.34,1,1,166.34,38.65,46.31,4.36,38.0,73.77,42.65,26.79,2,hospital_medicine,>=5_years,low,0,0
V147,control,86.6,1,4,198.09,54.0,72.58,21.69,65.04,57.71,65.77,41.23,1,internal_medicine,<5_years,high,0,0
V148,control,25.28,1,1,193.93,38.41,44.09,12.67,36.6,68.6,44.75,23.76,4,internal_medicine,<5_years,low,0,0
V149,control,25.71,1,1,180.37,39.84,42.38,13.86,37.63,74.94,41.24,28.98,2,critical_care,<5_years,low,0,0
V150,control,62.56,1,3,197.03,46.92,58.18,14.22,58.61,65.66,53.68,31.19,2,hospital_medicine,<5_years,low,1,0
V151,control,115.63,1,5,182.4,60.91,80.14,21.1,83.55,52.09,77.75,50.8,3,emergency,<5_years,high,1,0
V152,control,48.55,1,2,224.58,45.34,54.68,15.84,44.6,67.93,54.35,34.65,4,internal_medicine,<5_years,low,0,0
V153,control,107.53,1,5,192.97,56.68,74.65,20.16,73.3,49.8,77.06,45.1,3,hospital_medicine,>=5_years,high,0,0
V154,control,119.45,1,5,190.48,57.48,81.3,21.47,76.52,49.27,75.46,40.84,2,critical_care,<5_years,high,0,0
V155,control,71.76,1,3,213.99,50.71,60.12,10.13,63.87,61.47,71.09,37.58,3,internal_medicine,>=5_years,high,2,0
V156,control,43.38,1,2,230.45,42.44,49.47,9.14,44.17,69.72,50.6,31.55,3,critical_care,<5_years,low,0,0
V157,control,98.69,1,4,196.9,54.0,71.97,20.45,71.06,47.95,69.76,42.82,2,hospital_medicine,>=5_years,high,0,0
V158,control,47.09,1,2,204.31,42.81,55.43,11.16,47.94,62.91,51.2,28.21,2,critical_care,>=5_years,low,0,0
V159,control,116.12,1,5,199.05,60.76,84.04,29.24,75.7,47.76,80.58,47.21,1,critical_care,>=5_years,high,0,0
V160,control,69.81,1,3,176.18,49.59,62.94,20.7,61.24,56.46,58.61,37.62,4,hospital_medicine,<5_years,low,0,0
V161,control,112.27,1,5,194.4,59.19,83.01,23.51,75.52,42.09,77.76,53.22,1,internal_medicine,<5_years,high,2,0
V162,control,124.35,1,5,201.12,59.18,88.1,17.32,72.85,45.85,85.0,45.94,2,emergency,>=5_years,high,0,0
V163,control,70.0,1,3,185.91,49.79,64.96,17.56,54.82,61.75,61.87,37.77,2,emergency,>=5_years,high,2,0
V164,control,110.74,1,5,189.2,58.45,79.91,21.56,81.97,46.84,76.23,44.18,2,critical_care,<5_years,high,2,0
V165,control,23.22,1,1,197.24,40.03,46.24,18.82,41.85,70.5,38.29,24.46,1,emergency,<5_years,low,0,0
V166,control,96.12,1,4,183.72,57.07,76.57,16.86,70.43,60.41,77.65,40.48,4,internal_medicine,<5_years,high,2,0
V167,control,70.42,1,3,189.83,51.48,65.66,17.31,57.87,57.35,66.84,43.85,4,critical_care,<5_years,low,0,0
V168,control,53.52,1,2,212.21,45.58,57.41,18.17,56.1,64.75,54.17,22.88,3,emergency,>=5_years,low,0,0
V169,control,25.11,1,1,208.13,44.4,55.78,14.9,45.24,69.52,47.48,33.46,1,critical_care,>=5_years,low,0,0
V170,control,22.66,1,1,203.94,37.56,46.32,8.02,32.68,75.32,41.72,21.33,4,critical_care,<5_years,low,0,0
V171,control,48.87,1,2,203.2,44.13,54.49,12.46,49.82,66.37,50.65,31.02,1,internal_medicine,<5_years,low,0,0
V172,control,115.22,1,5,182.73,62.07,87.06,19.5,77.71,57.53,85.35,45.27,3,critical_care,>=5_years,high,4,0
V173,control,116.01,1,5,206.83,56.51,83.52,20.22,70.25,44.25,77.43,43.36,3,internal_medicine,<5_years,high,3,0
V174,control,110.4,1,5,186.99,57.42,86.99,14.26,75.75,43.65,75.64,48.25,3,emergency,<5_years,high,0,0
V175,control,45.42,1,2,193.19,42.32,49.64,14.26,47.79,62.1,53.95,26.21,4,emergency,>=5_years,low,0,0
V176,control,95.02,1,4,190.81,54.14,68.52,26.93,64.57,56.56,66.82,41.41,2,internal_medicine,>=5_years,high,3,0
V177,control,119.47,1,5,195.99,59.44,81.59,27.92,77.14,49.78,82.13,38.1,1,critical_care,>=5_years,high,1,0
V178,control,84.26,1,4,180.24,53.62,71.73,25.22,62.03,53.87,70.33,38.56,1,hospital_medicine,>=5_years,high,0,0
V179,control,51.19,1,2,174.52,45.73,58.47,15.32,49.08,63.62,56.1,31.78,1,internal_medicine,>=5_years,low,0,0
V180,control,22.72,1,1,218.46,37.87,41.33,15.91,39.41,67.35,39.02,24.23,2,critical_care,<5_years,low,0,0
V181,control,21.38,1,1,221.12,40.15,47.29,18.21,40.78,68.69,43.36,22.59,3,emergency,<5_years,low,0,0
V182,control,93.6,1,4,196.28,53.13,72.47,21.07,68.49,53.46,68.17,35.1,3,critical_care,<5_years,high,0,0
V183,control,75.09,1,3,176.01,49.58,61.19,15.33,62.65,57.02,59.93,41.36,1,critical_care,<5_years,low,0,0
V184,control,92.86,1,4,167.15,56.7,72.24,23.52,69.57,55.54,74.47,44.86,4,hospital_medicine,>=5_years,high,2,0
V185,control,119.51,1,5,185.22,58.33,73.42,25.26,80.84,42.7,81.01,46.76,1,emergency,<5_years,high,2,0
V186,control,117.0,1,5,194.28,59.48,83.26,18.8,78.17,46.67,82.63,47.37,3,critical_care,>=5_years,high,4,0
V187,control,44.07,1,2,184.92,45.7,49.22,14.56,49.74,74.26,54.96,31.45,1,critical_care,>=5_years,low,0,0
V188,control,22.52,1,1,164.11,38.38,45.62,12.35,42.08,70.98,33.91,25.37,3,internal_medicine,>=5_years,low,0,0
V189,control,45.77,1,2,191.73,45.03,47.46,20.13,45.97,74.27,58.49,23.89,3,internal_medicine,<5_years,low,0,0
V190,control,62.95,1,3,171.65,48.27,65.34,19.59,55.36,64.07,53.59,31.66,2,critical_care,>=5_years,low,0,0
V191,control,69.62,1,3,200.02,49.69,68.07,17.18,57.94,59.65,62.57,32.73,1,critical_care,<5_years,low,0,0
V192,control,48.17,1,2,212.02,44.06,54.01,13.69,50.84,65.41,45.16,35.26,1,critical_care,<5_years,low,0,0
V193,control,86.16,1,4,189.88,52.11,70.73,22.4,65.7,50.18,65.16,38.49,1,critical_care,<5_years,high,0,0
V194,control,22.42,1,1,210.88,39.81,45.61,13.31,38.54,70.12,42.81,28.44,4,hospital_medicine,>=5_years,low,0,0
V195,control,116.98,1,5,199.32,59.5,79.27,19.81,80.24,38.99,85.63,53.03,3,critical_care,>=5_years,high,0,0
V196,control,20.38,1,1,171.32,38.82,47.95,10.54,44.03,71.03,38.64,20.72,2,emergency,<5_years,low,0,0
V197,control,25.57,1,1,171.41,39.81,42.58,14.01,45.44,69.14,46.25,21.46,4,hospital_medicine,<5_years,low,0,0
V198,control,22.61,1,1,166.64,35.88,37.82,11.92,39.91,69.11,37.47,19.04,3,hospital_medicine,>=5_years,low,0,0
V199,control,78.94,1,3,188.84,49.49,64.65,20.4,58.65,55.4,55.99,41.86,3,internal_medicine,<5_years,low,0,0
V200,control,24.1,1,1,167.77,40.53,44.24,10.94,42.85,75.4,46.37,23.36,3,critical_care,<5_years,low,0,0
V201,control,70.77,1,3,194.85,49.03,62.39,21.04,60.75,59.98,56.88,33.12,4,internal_medicine,<5_years,low,0,0
V202,control,72.34,1,3,200.64,50.13,60.98,14.79,63.02,58.93,64.23,38.83,4,hospital_medicine,<5_years,low,0,0
V203,control,71.33,1,3,200.48,52.98,68.04,21.94,59.81,63.95,66.04,38.11,1,emergency,>=5_years,low,0,0
V204,control,75.7,1,3,198.89,48.9,63.77,13.18,59.18,58.03,57.13,42.1,4,hospital_medicine,>=5_years,low,0,0
V205,control,49.55,1,2,210.15,46.78,59.42,12.78,46.46,68.12,56.26,37.66,4,internal_medicine,<5_years,low,0,0
V206,control,45.03,1,2,176.1,44.27,61.49,12.0,53.14,63.1,44.9,31.01,1,hospital_medicine,>=5_years,low,0,0
V207,control,23.36,1,1,171.21,40.31,42.36,12.99,47.86,77.24,38.93,22.51,1,emergency,<5_years,low,0,0
V208,control,107.35,1,5,182.06,56.67,69.1,27.66,70.91,52.91,78.59,40.82,4,critical_care,>=5_years,high,0,0
V209,control,23.86,1,1,171.22,40.44,50.71,6.51,38.54,72.85,50.41,23.65,4,hospital_medicine,>=5_years,low,0,0
V210,control,120.1,1,5,181.41,60.31,83.99,17.99,81.15,49.64,82.9,46.18,3,hospital_medicine,<5_years,high,2,0
V211,control,24.92,1,1,212.13,38.95,45.51,7.42,41.98,76.75,44.12,17.9,1,emergency,<5_years,low,0,0
V212,control,24.21,1,1,190.05,38.98,42.41,12.4,44.41,70.97,37.52,26.18,4,emergency,>=5_years,low,0,0
V213,control,92.67,1,4,194.56,54.47,69.49,22.3,63.38,55.01,72.89,43.75,4,critical_care,>=5_years,high,0,0
